Make,Model,Serial,Mark,Height,North,East,Azimuth,Start Date,End Date
Trimble Navigation Ltd.,TRM57971.00,30895480,WITH,0.002,0,0,0,2009-11-10T00:05:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895557,TAUW,0.002,0,0,0,2009-08-19T03:40:30Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895581,SNST,0.002,0,0,0,2009-06-08T02:31:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895600,MAHA,0.002,0,0,0,2009-11-16T07:05:30Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895601,AUKT,0.003,0,0,0,2009-09-21T22:00:00Z,2024-05-22T23:23:59Z
Trimble Navigation Ltd.,TRM57971.00,30895603,KUTA,0.002,0,0,0,2010-04-07T00:01:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895612,GUNR,0.002,0,0,0,2010-01-27T06:35:01Z,2018-05-08T23:59:59Z
Trimble Navigation Ltd.,TRM57971.00,30895612,RDLV,0.002,0,0,0,2018-05-14T22:25:48Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895617,WAHU,0.002,0,0,0,2009-06-07T22:01:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895620,TKAR,0.002,0,0,0,2010-06-03T04:59:30Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895621,RAWI,0.002,0,0,0,2009-06-10T03:22:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895622,OKOH,0.002,0,0,0,2009-11-16T02:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895627,AHTI,0.002,0,0,0,2009-06-10T23:31:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895629,PRTU,0.002,0,0,0,2009-08-18T04:26:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895634,RAUL,0.002,0,0,0,2009-05-16T00:00:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895700,KAWK,0.002,0,0,0,2010-06-02T02:29:30Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895723,V47B,0,0,0,0,2011-04-08T22:24:21Z,2017-06-27T05:59:30Z
Trimble Navigation Ltd.,TRM57971.00,30895778,CKID,0.002,0,0,0,2010-07-15T00:00:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3121182097,BIRF,0.055,0,0,0,2015-10-08T01:25:08Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3121182106,AKTO,0.002,0,0,0,2015-10-01T21:39:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3122171678,TINT,0.002,0,0,0,2016-08-25T00:48:32Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3122171679,MAHI,0.002,0,0,0,2017-10-26T00:57:14Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3122171715,MUL1,0,0,0,0,2016-11-16T04:35:30Z,2018-01-14T22:26:30Z
Trimble Navigation Ltd.,TRM57971.00,3122171715,DURV,0.055,0,0,0,2018-02-22T23:09:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3122171717,RGKA,0.002,0,0,0,2018-04-16T04:37:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3122171726,SEDD,0.002,0,0,0,2016-11-14T06:04:09Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,3122171737,KAHU,0.002,0,0,0,2017-05-15T04:21:59Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561865,KAPT,0.055,0,0,0,2018-05-08T23:14:08Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561872,PARW,0.055,0,0,0,2016-02-03T00:24:31Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561877,CNCL,0.055,0,0,0,2016-02-29T20:26:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561886,RGHR,0.002,0,0,0,2016-08-15T23:43:28Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561893,VGOB,0.055,0,0,0,2016-05-12T01:01:58Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561896,PAWA,0.055,0,0,0,2016-03-01T02:36:52Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561900,LRR1,0.002,0,0,0,2016-11-15T04:46:08Z,2017-05-22T00:14:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561900,GLOK,0.002,0,0,0,2017-06-12T04:25:09Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561901,TRWH,0.002,0,0,0,2017-05-10T00:05:59Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561906,KERE,0.002,0,0,0,2016-08-18T00:55:32Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561908,SCTY,0.002,0,0,0,2020-10-27T23:29:08Z,2025-06-22T22:05:45Z
Trimble Navigation Ltd.,TRM57971.00,4127561911,RGHL,0.002,0,0,0,2017-06-08T01:30:16Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561914,WPAW,0.002,0,0,0,2016-08-15T02:08:08Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561915,VGTS,0.055,0,0,0,2018-01-24T01:51:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561917,VGPK,0.055,0,0,0,2016-08-23T01:10:33Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561919,TGWH,0.002,0,0,0,2016-10-12T03:04:20Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561923,LOK1,0,0,0,0,2016-11-15T21:44:30Z,2017-11-01T21:07:01Z
Trimble Navigation Ltd.,TRM57971.00,4127561924,VGKR,0.055,0,0,0,2017-04-25T02:03:57Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561925,KOKO,0.055,0,0,0,2015-12-08T04:24:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561933,RIPA,0.055,0,0,0,2016-01-26T21:51:33Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561935,VGWH,0.055,0,0,0,2018-05-04T01:35:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561947,CNST,0.002,0,0,0,2016-01-14T21:36:29Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561948,RGMK,0.055,0,0,0,2019-03-18T01:24:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561952,VGMO,0.055,0,0,0,2018-01-28T23:26:30Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561953,PYGR,0.002,0,0,0,2016-04-19T02:06:14Z,2019-10-03T01:22:07Z
Trimble Navigation Ltd.,TRM57971.00,4127561954,NRRD,0.002,0,0,0,2016-12-14T01:17:30Z,2019-07-01T23:52:20Z
Trimble Navigation Ltd.,TRM57971.00,4127561961,SCTB,0.055,0,0,0,2016-12-13T04:41:56Z,2019-11-01T23:52:28Z
Trimble Navigation Ltd.,TRM57971.00,4127561972,CLRR,0.002,0,0,0,2017-04-19T02:56:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561981,GDS1,0,0,0,0,2016-11-16T00:21:00Z,2018-01-15T00:28:30Z
Trimble Navigation Ltd.,TRM57971.00,4127561981,PAKI,0.002,0,0,0,2018-01-30T23:16:27Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561982,HOLD,0.002,0,0,0,2016-10-31T01:59:14Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4127561985,TEN2,0,0,0,0,2016-11-17T23:45:56Z,2018-05-21T03:00:00Z
Trimble Navigation Ltd.,TRM57971.00,4711118212,LDRZ,0.035,0,0,0,2012-06-01T00:00:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115109,PAEK,0.055,0,0,0,2015-09-14T01:30:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115493,CAST,0.002,0,0,0,2015-10-06T01:26:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115495,VGTR,0.055,0,0,0,2016-04-05T23:45:37Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115498,TKHL,0.002,0,0,0,2014-06-18T00:00:20Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115514,MRBL,0.002,0,0,0,2014-07-02T02:05:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115515,MING,0.002,0,0,0,2014-12-03T00:55:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115520,CLIM,0.002,0,0,0,2015-08-20T22:57:39Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,5000115524,VGNT,0.002,0,0,0,2016-02-04T21:40:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,6124411110,VGWN,0.055,0,0,0,2017-05-02T01:21:41Z,9999-01-01T00:00:00Z
