Make,Sensor,Datalogger,Serial,Station,Location,Azimuth,Method,Dip,Depth,Start Date,End Date
Kinemetrics,FBA-ES-T-BASALT,BASALT,559,MWZ,21,0,,0,0,2012-12-13T00:10:00Z,2013-08-05T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,559,HBHS,20,44,,0,0,2014-03-14T00:01:00Z,2014-03-14T00:02:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,559,HBHS,20,86,,0,0,2014-03-14T00:03:00Z,2020-06-18T23:31:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,560,WANS,20,198,,0,0,2011-08-23T01:15:01Z,2013-11-27T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,560,VRZ,21,274,,0,0,2014-03-19T03:00:00Z,2014-04-30T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,560,NCDS,20,244,,0,0,2014-07-30T21:25:00Z,2020-03-11T19:52:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,560,NEWS,20,180,,0,0,2022-01-14T00:13:00Z,2023-09-06T23:59:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,561,MXZ,21,340,,0,0,2011-08-18T00:30:00Z,2011-09-08T00:52:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,561,MXZ,21,0,,0,0,2011-09-08T00:58:00Z,2013-10-03T02:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,561,LTZ,21,0,,0,0,2013-10-23T05:05:00Z,2016-02-22T20:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,561,POTS,20,30,,0,0,2016-05-17T02:35:00Z,2017-01-16T23:30:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,561,POTS,20,30,,0,0,2017-01-24T02:50:00Z,2019-11-21T00:30:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,561,WTMC,22,62,,0,0,2020-10-06T23:34:00Z,9999-01-01T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,562,MWZ,21,95,,0,0,2011-08-19T03:30:00Z,2011-09-08T05:10:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,562,MWZ,21,0,,0,0,2011-09-08T05:20:00Z,2012-12-13T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,562,SPRS,20,307.5,,0,0,2013-11-07T23:45:00Z,2013-11-20T12:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,562,BDCS,20,60,,0,0,2014-09-10T12:00:00Z,2023-03-23T23:08:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,563,MTHZ,20,0,,0,0,2011-10-20T00:00:05Z,2012-12-12T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,563,SUMS,20,212,,0,0,2012-12-18T03:19:00Z,2013-01-10T22:05:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,563,TSZ,21,0,,0,0,2013-07-02T21:54:34Z,2015-06-11T00:05:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,563,NNZ,21,0,,0,0,2015-07-02T22:00:00Z,2019-06-06T21:15:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,563,SEDS,20,127,,0,0,2019-12-09T03:29:00Z,2023-12-13T19:55:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,564,MTHS,20,24,,0,0,2011-08-27T01:35:00Z,2013-08-16T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,564,MAVS,20,231,,0,0,2014-05-21T22:20:00Z,2018-02-14T06:30:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,564,WRCS,20,282,,0,0,2019-01-10T03:55:00Z,2023-11-12T23:58:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,612,MRZ,21,0,,0,0,2012-10-02T00:05:00Z,2014-01-13T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,612,DHSS,20,180,,0,0,2014-02-26T00:10:00Z,2020-06-24T21:47:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,612,PWES,20,42,,0,0,2022-01-13T23:20:00Z,2023-09-04T21:57:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,613,AKSS,20,2,,0,0,2011-08-25T00:25:00Z,2013-08-20T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,613,MTHZ,20,0,,0,0,2013-10-08T02:10:00Z,2016-01-26T04:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,613,WAKC,20,76,,0,0,2016-06-14T00:55:00Z,2020-07-20T22:06:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,613,DSLC,20,154,,0,0,2022-05-18T22:50:00Z,2023-11-27T00:26:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,614,WAKC,20,76,,0,0,2013-09-12T21:40:00Z,2016-06-14T00:30:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,614,HAVS,20,16,,0,0,2016-07-18T00:06:01Z,2020-06-18T05:45:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,615,WVAS,20,191,,0,0,2011-10-10T00:00:05Z,2014-05-26T04:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,615,MECS,20,203,,0,0,2015-08-11T00:30:00Z,2019-10-23T23:48:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,615,ORPS,20,81,,0,0,2020-09-29T04:21:00Z,2023-09-27T23:52:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,616,WVZ,21,0,,0,0,2011-10-13T00:00:00Z,2012-11-06T00:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,616,GVZ,20,0,,0,0,2012-12-03T05:00:00Z,2015-10-16T21:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,616,VRZ,21,274,,0,0,2016-01-26T00:02:00Z,2018-08-28T21:30:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,619,SPRS,20,307.5,,0,0,2011-12-13T04:05:00Z,2013-11-07T23:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,619,RPZ,20,0,,0,0,2015-10-15T07:01:01Z,2019-07-04T21:10:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,619,INGS,20,280,,0,0,2019-11-14T01:07:00Z,2022-10-19T22:55:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,620,WHAS,20,0,,0,0,2012-04-20T00:05:00Z,2013-04-17T21:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,620,MWZ,21,0,,0,0,2013-08-05T00:10:00Z,2015-05-21T22:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,620,INGS,20,280,,0,0,2015-06-30T05:15:00Z,2019-11-13T23:23:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,620,GKBS,20,303,,0,0,2020-09-03T21:13:00Z,2024-04-29T02:40:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,621,NNZ,21,0,,0,0,2012-01-05T23:10:00Z,2013-01-17T21:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,621,INZ,20,0,,0,0,2013-06-12T00:10:00Z,2015-05-28T06:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,621,TLZ,21,0,,0,0,2016-02-12T01:25:00Z,2020-07-02T02:31:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,622,NEWS,20,180,,0,0,2011-10-27T00:25:00Z,2014-01-16T23:00:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,622,MOSS,20,296,,0,0,2014-03-26T23:10:00Z,2019-12-07T07:46:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,622,MENS,20,150,,0,0,2022-03-31T22:05:00Z,2023-06-30T03:07:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,623,MATS,20,180,,0,0,2015-04-02T00:00:05Z,9999-01-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2094,WDAS,20,4,,0,0,2004-08-30T05:30:00Z,2005-02-03T01:00:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2094,EDAS,20,95,,0,0,2008-06-11T00:00:00Z,2008-09-19T03:00:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2094,EDAS,20,95,,0,0,2009-07-01T04:30:01Z,2015-06-22T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2095,WDAS,20,4,,0,0,2004-06-22T04:00:00Z,2004-08-20T03:29:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2095,WDAS,20,4,,0,0,2005-02-03T01:00:02Z,2015-01-08T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2096,WDAS,20,4,,0,0,2004-08-20T04:00:00Z,2004-08-30T05:29:00Z
Kinemetrics,FBA-ES-T-DECK,K2,2096,EDAS,20,95,,0,0,2008-09-19T03:30:00Z,2009-07-01T04:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2826,LHES,20,198,,0,0,2001-10-29T00:00:00Z,2014-08-14T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2827,POLS,20,112,,0,0,2001-10-16T00:00:00Z,2014-09-23T02:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2828,UHCS,20,272,,0,0,2001-10-26T00:00:00Z,2015-04-01T21:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2829,LHUS,20,111,,0,0,2001-10-25T00:00:00Z,2015-03-19T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2830,PFAS,20,163,,0,0,2001-10-15T00:00:00Z,2014-09-22T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2831,PAPS,20,87,,0,0,2001-10-17T00:00:00Z,2005-11-09T00:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2831,WVAS,20,191,,0,0,2006-09-09T01:30:00Z,2011-10-10T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2831,RRKS,20,94,,0,0,2012-09-03T22:30:00Z,2014-06-05T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2832,WNKS,20,329,,0,0,2001-10-19T00:00:00Z,2014-05-08T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2833,HOCS,20,32,,0,0,2001-10-18T00:00:00Z,2014-12-04T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2834,OTKS,20,100,,0,0,2001-10-23T00:00:00Z,2014-12-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2835,WNHS,20,242,,0,0,2001-10-31T00:00:00Z,2015-04-14T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2836,SPFS,20,287,,0,0,2001-11-09T22:00:00Z,2011-12-15T05:15:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2837,HMCS,20,307,,0,0,2001-11-12T00:00:00Z,2012-05-09T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2838,APPS,20,261,,0,0,2001-11-12T00:00:00Z,2014-08-15T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2839,CSHS,20,194,,0,0,2001-11-10T03:00:00Z,2007-02-27T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2839,INSS,20,257,,0,0,2008-10-16T01:00:00Z,2014-05-07T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2840,IFPS,20,338,,0,0,2002-04-30T00:00:00Z,2014-08-12T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2841,GMTS,20,288,,0,0,2001-11-09T13:00:00Z,2014-07-14T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2844,AICS,20,76,,0,0,2003-08-18T04:00:00Z,2005-08-24T02:59:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2844,WVAS,20,191,,0,0,2006-03-23T22:00:00Z,2006-04-07T01:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2844,TMBS,20,279,,0,0,2008-02-13T22:00:00Z,2014-09-08T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2845,DFHS,20,163,,0,0,2001-11-09T00:00:00Z,2014-09-09T01:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2846,CMHS,20,10,,0,0,2001-11-08T03:00:00Z,2015-06-08T21:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2847,NNBS,20,167,,0,0,2001-11-06T01:30:00Z,2015-06-09T03:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2971,WRCS,20,22,,0,0,2001-12-07T00:00:00Z,2007-05-03T02:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2971,MOSS,20,296,,0,0,2008-12-09T21:00:00Z,2009-04-16T02:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2971,BDCS,20,59,,0,0,2009-12-14T23:05:00Z,2010-02-05T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2971,TPPS,21,15,,0,0,2011-02-08T23:00:00Z,2015-03-13T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2972,TBCS,20,187,,0,0,2001-12-06T00:00:00Z,2006-09-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2972,TAFS,20,233,,0,0,2008-07-09T05:30:00Z,2014-03-25T05:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2973,WKHS,20,34,,0,0,2001-12-04T00:00:00Z,2013-12-18T14:09:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2974,PPHS,20,123,,0,0,2002-04-22T00:00:00Z,2015-06-07T21:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2975,LHRS,20,117,,0,0,2001-11-12T00:04:30Z,2014-08-14T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2976,WNAS,20,217,,0,0,2001-11-28T00:00:00Z,2015-04-29T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2977,FTPS,20,219,,0,0,2001-12-11T00:00:00Z,2014-10-16T20:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2978,DVHS,20,129,,0,0,2002-01-28T00:00:00Z,2014-11-26T02:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2979,TTHS,20,288,,0,0,2001-11-28T00:00:00Z,2004-12-05T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2979,TTHS,20,288,,0,0,2005-05-16T00:00:02Z,2015-06-03T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2980,WAIS,20,357,,0,0,2001-12-07T00:00:00Z,2015-05-26T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2981,MNGS,20,63,,0,0,2001-11-26T03:00:00Z,2014-05-05T23:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2982,ORCS,20,107,,0,0,2001-11-27T00:00:00Z,2014-08-08T01:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2983,NMPS,20,175,,0,0,2001-11-27T00:00:00Z,2005-12-20T02:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2983,NWFS,20,23,,0,0,2006-05-05T02:01:00Z,2014-10-31T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2984,JCWJ,20,178,,0,0,2002-07-21T08:00:00Z,2004-05-27T19:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2984,NSBS,20,0,,0,0,2004-06-23T04:00:00Z,2007-12-13T02:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2984,NSBS,21,283,,0,0,2007-12-15T02:38:00Z,2014-07-15T03:20:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2985,ARKS,20,12,,0,0,2001-12-04T00:00:00Z,2015-02-23T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2986,RUAS,20,359,,0,0,2001-12-04T23:00:00Z,2009-10-27T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2987,THPS,20,239,,0,0,2001-11-27T00:00:00Z,2005-02-07T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2987,LHBS,20,170,,0,0,2005-06-01T02:00:00Z,2014-08-16T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2988,WPWS,20,106,,0,0,2002-01-29T00:00:00Z,2014-11-27T02:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2989,OPCS,20,359,,0,0,2001-12-03T00:00:00Z,2015-03-06T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2990,KAFS,20,262,,0,0,2001-12-06T23:00:00Z,2002-04-03T22:59:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,2990,HSSS,20,39,,0,0,2002-06-14T00:00:00Z,2014-05-08T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3075,HWHS,20,19,,0,0,2002-03-12T05:30:00Z,2014-08-06T04:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3076,EBPS,20,128,,0,0,2002-03-14T00:00:00Z,2014-05-20T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3077,SOCS,20,82,,0,0,2002-03-04T21:30:00Z,2009-06-05T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3077,SOCS,20,82,,0,0,2010-04-01T01:56:00Z,2014-08-19T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3078,TMDS,20,64,,0,0,2002-10-22T03:00:00Z,2009-02-23T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3078,BDCS,20,59,,0,0,2010-02-05T01:00:00Z,2014-09-08T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3079,PHFS,20,9,,0,0,2002-03-14T00:30:00Z,2007-03-28T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3079,NELS,20,37,,0,0,2007-05-08T00:17:00Z,2015-06-03T08:30:10Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3080,FKPS,20,219,,0,0,2002-03-05T00:00:00Z,2003-03-26T03:59:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3080,NSPS,21,71,,0,0,2006-05-16T02:00:00Z,2014-08-27T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3081,TEPS,20,12,,0,0,2002-03-07T22:20:00Z,2015-03-10T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3082,KIRS,20,257,,0,0,2002-03-07T00:30:00Z,2014-05-15T01:15:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3083,KAFS,20,262,,0,0,2002-04-03T23:00:00Z,2010-09-21T06:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3083,KAFS,20,342,,0,0,2010-09-22T00:00:00Z,2014-12-16T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3084,DECF,20,14,,0,0,2003-08-24T02:00:00Z,2003-09-12T08:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3084,TA1S,20,136,,0,0,2005-04-09T23:34:00Z,2005-06-22T21:06:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3085,CPFS,20,319,,0,0,2002-01-16T01:00:00Z,2014-05-01T00:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3086,PGFS,20,288,,0,0,2002-01-29T02:00:00Z,2014-11-28T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3087,WBFS,20,152,,0,0,2002-01-27T00:30:00Z,2008-08-16T04:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3087,WBFS,20,314,,0,0,2009-03-31T01:30:00Z,2015-06-10T00:03:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3088,LPLS,20,159,,0,0,2002-04-02T01:00:00Z,2003-01-10T02:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3088,LPLS,20,159,,0,0,2008-08-28T03:00:00Z,2015-02-04T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3089,TDHS,20,272,,0,0,2002-04-15T00:00:00Z,2003-06-24T01:59:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3089,GISS,20,219,,0,0,2003-12-02T03:30:00Z,2014-07-23T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3090,FGPS,20,272,,0,0,2003-01-10T00:00:00Z,2014-07-15T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3091,TBAS,20,3,,0,0,2002-04-16T00:00:00Z,2014-07-22T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3092,KARS,20,287,,0,0,2002-04-17T00:00:00Z,2015-06-30T22:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3093,MECS,20,293,,0,0,2002-08-07T00:00:00Z,2015-08-10T21:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3094,HDWS,20,253,,0,0,2002-01-01T00:00:00Z,2002-08-11T23:59:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3094,LPLS,20,159,,0,0,2003-01-10T03:30:00Z,2004-06-01T01:59:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3094,AICS,20,76,,0,0,2007-04-03T01:55:00Z,2007-08-01T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3094,THHS,20,267,,0,0,2010-02-24T23:30:00Z,2014-08-07T21:45:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3095,ASHS,20,185,,0,0,2002-02-24T23:00:00Z,2014-09-08T21:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3096,HSES,20,280,,0,0,2002-02-24T01:00:00Z,2011-03-22T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3096,D15C,20,258,,0,0,2011-03-25T22:00:00Z,2012-03-01T20:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3096,MTPS,20,258,,0,0,2012-03-01T20:00:01Z,2014-10-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3097,SJFS,20,252,,0,0,2004-03-18T03:30:00Z,2015-04-22T01:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3098,RDCS,20,180,,0,0,2002-02-25T22:30:00Z,2015-04-21T21:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3099,MCAS,20,269,,0,0,2002-02-27T01:30:00Z,2015-04-22T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3100,KLDS,20,85,,0,0,2002-02-27T23:45:00Z,2014-01-30T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3101,MGCS,20,357,,0,0,2002-02-22T03:00:00Z,2015-04-23T02:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3102,QCCS,20,218,,0,0,2002-02-21T23:00:00Z,2015-04-23T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3103,WDFS,20,75,,0,0,2002-02-22T23:30:00Z,2014-12-16T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3104,CECS,20,6,,0,0,2002-02-23T05:30:00Z,2014-12-15T20:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3105,TFSS,20,32,,0,0,2002-03-22T00:00:00Z,2015-02-26T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3106,WEMS,20,342,,0,0,2002-03-22T00:00:00Z,2015-04-13T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3107,PGMS,20,115,,0,0,2002-03-22T00:00:00Z,2014-07-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3108,NCDS,20,244,,0,0,2002-04-23T00:00:00Z,2013-07-24T01:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3109,NAMS,20,147,,0,0,2002-04-22T00:00:00Z,2009-03-31T21:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3109,GORS,20,268,,0,0,2010-02-05T03:00:00Z,2015-05-01T01:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3110,HCDS,20,51,,0,0,2002-04-24T00:00:00Z,2014-08-26T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3111,WICS,20,189,,0,0,2002-04-18T00:00:00Z,2006-02-21T10:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3111,QTPS,20,327,,0,0,2006-09-10T23:30:00Z,2015-05-14T21:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3112,HNPS,20,192,,0,0,2002-04-26T00:00:00Z,2011-10-05T04:10:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3112,FKPS,20,353,,0,0,2012-04-18T00:00:00Z,2015-04-14T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3113,GWTS,20,144,,0,0,2002-04-17T00:00:00Z,2014-07-23T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3114,NCHS,20,321,,0,0,2002-04-19T00:00:00Z,2014-08-27T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3222,KFHS,20,177,,0,0,2002-04-25T00:00:00Z,2014-08-25T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3223,DGNS,20,108,,0,0,2002-06-09T00:00:00Z,2014-09-08T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3224,HAFS,20,193,,0,0,2002-04-18T00:00:00Z,2007-04-02T22:15:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3224,UTKS,20,0,,0,999,2008-09-09T11:21:00Z,2015-05-05T01:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3225,ADCS,20,318,,0,0,2002-06-26T21:00:00Z,2015-01-29T01:30:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3226,BDCS,20,59,,0,0,2002-06-10T00:00:00Z,2009-12-14T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3226,GODS,20,240,,0,0,2011-02-26T16:00:00Z,2013-04-09T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3227,DCDS,20,67,,0,0,2002-06-09T00:00:00Z,2014-09-08T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3228,WBCS,20,352,,0,0,2002-04-16T00:00:00Z,2015-04-20T09:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3229,TMBS,20,279,,0,0,2002-06-09T00:00:00Z,2008-02-13T21:50:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3229,WCDS,20,314,,0,0,2009-02-03T01:40:00Z,2014-08-06T23:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3230,FDCS,20,261,,0,0,2002-07-05T00:00:00Z,2015-01-27T22:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3231,OAMS,20,108,,0,0,2002-06-28T02:00:00Z,2015-01-28T20:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3232,TRCS,20,7,,0,0,2002-06-27T03:00:00Z,2011-12-29T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3232,HMCS,20,307,,0,0,2012-05-10T00:00:00Z,2013-06-12T01:55:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3233,SKFS,20,178,,0,0,2002-06-08T00:00:00Z,2014-09-11T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3234,DKHS,20,327,,0,0,2002-06-06T00:00:00Z,2014-09-08T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3235,MCPS,20,103,,0,0,2002-07-03T03:00:00Z,2008-02-12T23:00:00Z
