Make,Sensor,Datalogger,Serial,Station,Location,Azimuth,Method,Dip,Depth,Start Date,End Date
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12076,CPIB,26,90,,0,-3.6,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12077,TDFB,2F,310,,0,0,2011-06-28T00:00:02Z,2023-06-25T19:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12077,TDFB,28,40,,0,-12.35,2023-06-25T23:27:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12078,CPIB,27,90,,0,-7.5,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12079,WQAB,2B,100,,0,0,2012-05-15T00:00:00Z,2024-05-19T04:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12080,WQAB,2D,100,,0,0,2012-05-15T00:00:00Z,2024-05-19T04:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12081,CPIB,28,90,,0,-7.5,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12082,STSB,27,325,,0,-14.897,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12083,CPIB,29,90,,0,-11,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12084,HBRB,21,296,,0,0,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12085,HBRB,22,341,,0,0,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12086,HBRB,23,26,,0,-3.43,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12087,HBRB,24,50,,0,-3.32,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12088,HBRB,25,71,,0,-3.4,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12089,CPIB,2A,90,,0,-14.4,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12090,WQAB,2E,100,,0,0,2012-05-15T00:00:00Z,2024-05-19T04:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12091,HBRB,26,71,,0,-3.38,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12092,STSB,28,325,,0,-18.56,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12093,HBRB,27,71,,0,-3.43,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12094,HBRB,28,26,,0,-7.01,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12095,HBRB,29,50,,0,-7,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12097,HBRB,2A,71,,0,-7.03,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12099,CPIB,2B,90,,0,-14.4,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12101,HBRB,2B,71,,0,-7.04,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12102,HBRB,2C,71,,0,-7.04,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12104,WQAB,2F,100,,0,0,2012-05-15T00:00:00Z,2024-05-19T04:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12105,STSB,24,325,,0,-3.6,2014-07-01T00:00:03Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12106,CPIB,2C,90,,0,-17.6,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12107,HBRB,2D,296,,0,-10.3,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12108,HBRB,2E,341,,0,-10.29,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12109,HBRB,2F,71,,0,-10.3,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12110,WQAB,2G,100,,0,0,2012-05-15T00:00:00Z,2024-05-19T04:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12111,HBRB,2G,251,,0,-10.7,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12114,CPIB,2D,90,,0,-18,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-12115,CPIB,2E,90,,0,-18,2012-05-15T00:00:00Z,2024-06-12T23:25:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20723,CWHB,21,134,,0,1.58,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20724,CWHB,22,134,,0,1.2,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20725,CWHB,23,134,,0,1.44,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20726,CWHB,24,134,,0,1,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20727,CWHB,25,134,,0,1.44,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20728,CWHB,26,134,,0,1,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20729,CWHB,27,134,,0,1.2,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20730,CWHB,28,134,,0,-7.81,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP-Me,CUSP-Me,Me-20731,CWHB,29,134,,0,-20.01,2019-06-17T00:00:00Z,2024-02-18T15:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,200,AMBC,20,266,,0,0,2004-11-27T00:00:00Z,2010-03-25T00:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,205,CSTC,20,178,,0,0,2004-11-25T00:00:00Z,2010-03-24T03:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,206,HORC,20,18,,0,0,2004-11-29T00:00:00Z,2016-09-05T21:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,208,LSRC,20,255,,0,0,2004-11-28T00:00:00Z,2010-03-25T03:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,210,MAYC,20,284,,0,0,2004-11-29T00:00:00Z,2011-03-24T20:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,211,ROLC,20,151,,0,0,2004-11-30T00:00:00Z,2014-09-09T02:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,212,WIGC,20,345,,0,0,2004-11-27T00:00:00Z,2010-03-25T04:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,213,MSMC,20,29,,0,0,2005-02-24T00:00:00Z,2007-07-26T12:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,213,MSMC,20,29,,0,0,2007-09-18T23:04:00Z,2007-10-10T01:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,213,MSMC,20,29,,0,0,2007-11-14T23:03:00Z,2008-05-21T23:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,213,MSMC,20,299,,0,0,2008-09-03T01:20:00Z,2009-11-19T21:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,214,LINC,20,293,,0,0,2004-12-02T00:00:00Z,2008-05-09T11:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,215,SBRC,20,149,,0,0,2004-12-02T00:00:00Z,2016-09-06T21:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,216,KPOC,20,15,,0,0,2004-11-25T00:00:00Z,2011-08-25T23:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,217,LRSC,20,221,,0,0,2005-02-24T00:00:00Z,2016-09-06T04:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,218,SHFC,20,225,,0,0,2005-02-23T00:00:00Z,2010-03-24T01:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,220,RKAC,20,14,,0,0,2005-02-23T00:00:00Z,2016-06-15T00:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,221,TPLC,20,243,,0,0,2005-02-21T00:00:00Z,2011-08-25T04:30:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,222,SWNC,20,294,,0,0,2005-02-23T00:00:00Z,2006-06-16T01:59:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,222,MSMC,20,29,,0,0,2007-10-10T01:03:00Z,2007-11-14T23:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,222,MSMC,20,299,,0,0,2009-11-19T21:30:00Z,2009-12-06T22:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,225,WSFC,20,232,,0,0,2005-02-25T00:00:00Z,2011-08-26T04:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,226,LPOC,20,83,,0,0,2011-02-10T00:00:03Z,2018-03-13T01:00:00Z
Canterbury Seismic Instruments,CUSP3A,CUSP3A,227,DSLC,20,333,,0,0,2005-04-12T00:00:00Z,2011-03-23T20:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,303,LCQC,20,260,,0,0,2013-01-10T02:30:00Z,2015-01-27T00:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,303,LCQC,20,80,,0,0,2015-01-27T04:00:00Z,2015-10-01T00:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,303,LCQC,20,170,,0,0,2015-10-01T00:00:01Z,2018-03-11T11:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,303x,SWNC,20,294,,0,0,2006-10-21T01:00:00Z,2010-03-24T22:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,306,CHHC,20,269,,0,0,2006-08-16T21:00:00Z,2013-06-03T22:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,307,RHSC,20,184,,0,0,2008-05-07T05:13:00Z,2013-05-16T21:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,309,WTMC,20,242,,0,0,2005-11-15T01:00:00Z,2010-03-25T22:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,311,GDLC,20,215,,0,0,2005-11-16T01:00:00Z,2013-03-27T00:05:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,312,CULC,20,200,,0,0,2005-11-15T01:00:00Z,2010-03-25T03:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,313,PEEC,20,259,,0,0,2005-11-17T01:00:00Z,2016-05-13T00:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,314,KOWC,20,70,,0,0,2005-11-18T01:00:00Z,2010-03-24T02:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,315,WAKC,20,256,,0,0,2005-11-14T01:00:02Z,2010-03-25T02:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,316,DORC,20,340,,0,0,2005-11-18T01:00:00Z,2014-03-21T00:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,317,HPSC,20,266,,0,0,2008-01-29T02:31:00Z,2016-08-30T01:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,318,LPCC,20,80,,0,0,2007-03-22T12:00:32Z,2008-11-20T22:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,318,LPCC,20,260,,0,0,2008-11-20T22:30:00Z,2016-09-05T02:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,323,NBLC,20,76,,0,0,2008-05-08T03:39:34Z,2016-06-16T00:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,325,SHLC,20,130,,0,0,2008-01-31T01:23:00Z,2016-09-09T00:02:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,326,HVSC,20,116,,0,0,2008-05-12T03:01:00Z,2016-06-15T21:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,326,HVSC,20,116,,0,0,2016-06-15T22:47:38Z,2016-06-15T22:50:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,327,SMTC,20,182,,0,0,2008-01-29T20:31:00Z,2016-05-12T20:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,329,PRPC,20,180,,0,0,2006-08-14T04:01:00Z,2013-02-01T01:49:10Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,331,CCCC,20,334,,0,0,2006-08-16T04:01:00Z,2016-07-12T22:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,332,LPCC,20,80,,0,0,2006-08-15T00:01:00Z,2007-03-22T12:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,332,WAKC,20,80,,0,0,2010-05-03T22:09:00Z,2010-05-03T23:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,336,LINC,20,293,,0,0,2008-05-09T11:03:00Z,2012-12-19T02:25:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,345,SCAC,20,260,,0,0,2005-11-16T01:00:00Z,2010-03-25T23:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,357,MSMC,20,29,,0,0,2007-07-26T13:00:02Z,2007-09-18T23:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,357,MSMC,20,299,,0,0,2009-12-06T22:45:00Z,2015-02-10T22:30:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,501,LCQC,20,345,,0,0,2011-10-27T03:00:00Z,2012-06-16T22:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,501,LCQC,20,260,,0,0,2012-06-16T22:15:00Z,2012-12-09T22:00:00Z
Canterbury Seismic Instruments,CUSP3B,CUSP3B,99999,SLRC,20,152,,0,0,2010-11-04T03:03:00Z,2010-11-04T03:10:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10400x,SHFC,20,255,,0,0,2010-03-24T03:40:01Z,2016-05-11T01:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10402,CSTC,20,178,,0,0,2010-03-24T03:41:00Z,2016-10-13T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10403,SWNC,20,294,,0,0,2010-03-24T23:15:00Z,2012-08-06T23:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10403,PRPC,20,180,,0,0,2013-02-01T01:50:01Z,2017-08-23T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10405,DB1C,20,110,,0,0,2010-11-16T02:10:00Z,2011-12-14T22:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10405,RHSC,20,184,,0,0,2013-05-16T21:59:04Z,2016-12-10T00:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10407,WIGC,20,345,,0,0,2010-03-25T05:00:00Z,2013-06-13T01:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10407x,WIGC,20,80,,0,0,2016-10-11T02:58:00Z,2016-11-22T21:01:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10407y,DORC,20,340,,0,0,2014-03-21T00:40:00Z,2015-04-07T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10409,LPCC,20,260,,0,0,2016-10-09T20:31:26Z,2017-09-14T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10409x,CULC,20,200,,0,0,2010-03-25T03:40:00Z,2014-02-18T00:15:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10410x,LSRC,20,255,,0,0,2010-03-25T03:20:00Z,2013-06-13T04:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10410x,DORC,20,340,,0,0,2015-04-07T21:53:29Z,2016-10-10T01:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10411x,WAKC,20,80,,0,0,2010-05-05T00:00:00Z,2011-03-22T20:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10411x,WIGC,20,80,,0,0,2013-06-13T01:40:00Z,2016-10-11T02:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10411y,WAKC,20,256,,0,0,2010-03-25T02:58:00Z,2010-05-03T22:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10414x,SCAC,20,260,,0,0,2010-03-25T23:30:00Z,2016-06-14T02:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10415x,KOWC,20,70,,0,0,2010-03-24T21:30:00Z,2012-12-10T02:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10415x,CULC,20,200,,0,0,2014-02-18T00:17:00Z,2015-05-11T01:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10416,WTMC,20,242,,0,0,2010-03-26T02:30:00Z,2016-10-11T01:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10417,AMBC,20,266,,0,0,2010-03-25T01:00:00Z,2016-10-12T00:01:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10444,SWNC,20,294,,0,0,2012-08-06T23:15:00Z,2013-01-24T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10444,NBLC,20,76,,0,0,2016-06-16T01:43:05Z,2017-09-11T02:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10449,DB2C,20,304,,0,0,2010-09-10T03:35:00Z,2011-03-25T00:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10449,WSFC,20,304,,0,0,2011-08-27T04:45:00Z,2017-08-22T00:25:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10450,PIPS,20,77,,0,0,2012-11-15T00:42:00Z,2018-01-25T19:48:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10451,D05C,20,180,,0,0,2010-09-09T20:45:00Z,2012-04-19T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10453,D09C,20,90,,0,0,2010-09-09T22:02:00Z,2013-05-01T01:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10453,RKAC,20,14,,0,0,2016-06-15T00:02:07Z,2017-09-12T22:20:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10454,MKBS,20,176,,0,0,2011-05-24T00:05:00Z,2011-05-31T00:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10454,KOWC,20,70,,0,0,2012-12-28T02:00:00Z,2016-10-12T22:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10455,D01C,20,152,,0,0,2010-09-11T05:40:00Z,2010-11-04T03:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10455,SCAC,20,260,,0,0,2016-06-14T04:20:59Z,2017-09-11T04:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10456,D10C,20,180,,0,0,2010-09-09T23:01:00Z,2013-05-01T01:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10456,CULC,20,203,,0,0,2015-05-11T01:05:00Z,2016-10-11T03:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10457,D04C,20,269,,0,0,2010-09-10T21:35:00Z,2010-11-15T03:25:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10457,D04C,20,269,,0,0,2010-11-17T00:00:04Z,2012-01-09T00:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10457,DALS,20,269,,0,0,2012-01-09T00:00:01Z,2017-09-12T04:35:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10458,D08C,20,90,,0,0,2010-09-10T01:10:00Z,2013-05-01T00:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10458,SHFC,20,255,,0,0,2016-05-11T01:29:00Z,2017-09-13T01:35:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10459,D06C,20,180,,0,0,2010-09-09T20:31:00Z,2012-04-19T21:10:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10459,LINC,20,239,,0,0,2012-12-19T02:30:00Z,2017-08-22T22:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10461,GDLC,20,215,,0,0,2013-03-27T00:07:00Z,2017-09-13T05:20:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10462,D03C,20,343,,0,0,2010-09-11T01:01:00Z,2011-02-21T20:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10462,SWNC,20,294,,0,0,2013-01-24T21:30:00Z,2016-05-10T01:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10462,WTMC,20,242,,0,0,2016-10-11T03:00:00Z,2017-06-26T02:45:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10465,LSRC,20,255,,0,0,2013-06-13T04:45:00Z,2016-10-11T21:00:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,10467,SLRC,20,152,,0,0,2010-11-04T03:50:00Z,2017-08-09T04:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,30444,D07C,20,350,,0,0,2010-09-10T05:35:00Z,2011-12-14T22:30:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,30444,D07C,20,350,,0,0,2011-12-14T22:30:01Z,2011-12-15T20:40:00Z
Canterbury Seismic Instruments,CUSP3C,CUSP3C,30450,DB1C,20,110,,0,0,2010-09-09T05:35:00Z,2010-11-16T01:05:00Z
Canterbury Seismic Instruments,CUSP3C3,CUSP3C3,30428,THOB,21,135,,0,0,2011-01-01T00:00:00Z,2024-09-26T01:25:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42006,DAVS,20,267,,0,0,2011-06-01T06:00:00Z,2012-01-25T01:50:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42006,MORS,20,270,,0,0,2012-04-19T05:00:05Z,2012-11-22T21:25:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42006,ROTS,20,90,,0,0,2013-05-01T01:35:00Z,2023-05-18T01:18:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42007,PRKS,20,9,,0,0,2011-09-20T02:20:00Z,2013-09-26T03:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42007,TRTS,20,23,,0,0,2013-10-08T00:30:00Z,2019-11-01T01:40:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42007,TSFS,20,319,,0,0,2020-02-04T06:35:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42008,TPLC,20,243,,0,0,2011-08-25T04:40:00Z,2017-09-12T00:40:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42009,UHSS,20,262,,0,0,2011-06-21T01:00:00Z,2011-08-25T22:24:59Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42009,MPSS,20,193,,0,0,2012-04-18T05:30:00Z,2021-05-12T23:17:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42010,VUWS,20,85,,0,0,2011-07-06T02:30:00Z,2013-10-09T02:40:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42010,TAFS,20,233,,0,0,2014-03-25T05:05:00Z,2014-03-25T05:10:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42010,TAFS,20,143,,0,0,2014-03-25T05:15:00Z,2023-09-27T02:14:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42011,SEVS,20,208,,0,0,2011-07-06T12:00:10Z,2013-09-24T01:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42011,LNBS,20,96,,0,0,2013-10-10T02:35:00Z,2017-08-24T21:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42011,SHFC,20,255,,0,0,2017-09-13T01:37:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42012,PVCS,20,23,,0,0,2011-07-01T00:00:10Z,2013-10-08T23:15:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42012,STAS,20,180,,0,0,2014-04-09T23:13:00Z,2023-10-19T03:45:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42013,HIBS,20,56,,0,0,2011-09-30T02:23:00Z,2013-10-16T01:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42013,INSS,20,347,,0,0,2014-05-14T23:30:00Z,2015-10-22T23:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42013,WTYS,20,202,,0,0,2016-12-07T00:00:05Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42014,NBSS,20,43,,0,0,2011-06-21T00:00:10Z,2011-08-30T02:15:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42014,OPWS,20,3,,0,0,2012-04-19T01:30:00Z,2013-12-16T21:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42014,EKTS,20,87,,0,0,2014-01-21T23:30:00Z,2023-02-20T21:24:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42015,PNRS,20,84.4,,0,0,2012-05-09T00:55:00Z,2013-10-17T00:40:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42015,WKHS,20,1,,0,0,2014-04-10T04:51:02Z,2024-05-01T22:37:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42017,CUBS,20,113,,0,0,2011-09-15T04:00:00Z,2011-09-15T04:00:01Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42017,CUBS,20,23,,0,0,2011-09-15T04:00:02Z,2013-08-22T01:00:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42017,TDHS,20,90,,0,0,2014-07-21T00:00:05Z,2024-05-01T02:34:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42018,TAIS,20,105,,0,0,2011-06-14T02:00:00Z,2011-09-07T00:35:00Z
Canterbury Seismic Instruments,CUSP3D,CUSP3D,42018,KIRS,20,347,,0,0,2014-05-15T04:23:10Z,2015-08-05T02:15:00Z
