Station,Location,Band,Source,Sampling Rate,Axial,Reversed,Triggered,Start Date,End Date
TAIS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TAMF,10,S,H,50,false,false,true,2003-08-22T08:43:00Z,2003-08-24T10:31:00Z
TANF,10,E,H,100,false,false,false,2007-10-17T20:10:01Z,2007-11-27T22:00:00Z
TAOV,10,S,H,50,false,false,true,1995-01-29T04:51:00Z,1995-06-05T12:47:00Z
TARC,10,S,H,50,false,false,true,2001-01-10T10:12:00Z,2001-06-24T00:10:00Z
TARZ,10,E,H,100,false,false,false,2007-11-22T01:00:00Z,9999-01-01T00:00:00Z
TAUC,10,H,H,100,false,false,false,2001-01-11T20:41:00Z,2001-06-25T16:25:00Z
TAUG,10,S,H,50,false,false,true,1993-08-12T05:30:00Z,1993-09-08T23:09:00Z
TAUT,40,L,T,1,false,false,false,2008-05-21T00:00:00Z,9999-01-01T00:00:00Z
TAUT,40,B,T,10,false,false,false,2008-05-21T00:00:00Z,9999-01-01T00:00:00Z
TAUT,41,L,T,1,false,false,false,2008-05-21T00:00:00Z,9999-01-01T00:00:00Z
TAUT,41,B,T,10,false,false,false,2008-05-21T00:00:00Z,9999-01-01T00:00:00Z
TAZ,10,E,H,100,false,false,false,2007-11-21T21:00:01Z,2007-12-17T06:00:00Z
TBAS,20,B,N,50,true,false,false,2014-07-22T00:00:05Z,2020-06-16T00:00:00Z
TBAS,20,H,N,200,true,false,true,2002-04-16T00:00:00Z,2020-02-08T23:59:59Z
TBAS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TBCS,20,B,N,50,true,false,false,2014-11-04T23:02:00Z,2020-06-16T00:00:00Z
TBCS,20,H,N,200,true,false,true,2001-12-06T00:00:00Z,9999-01-01T00:00:00Z
TCW,10,E,H,100,false,false,false,2005-04-20T14:49:00Z,9999-01-01T00:00:00Z
TCW,20,B,N,50,false,false,false,2011-03-25T00:00:02Z,2020-06-16T00:00:00Z
TCW,20,H,N,200,false,false,true,2011-03-25T00:00:02Z,2016-12-01T23:59:59Z
TCW,20,H,N,200,false,false,false,2016-12-02T00:00:00Z,2023-06-15T23:54:00Z
TCW,21,H,N,200,false,false,false,2023-06-19T00:07:00Z,9999-01-01T00:00:00Z
TDE,10,S,H,50,false,false,true,1989-06-02T14:12:00Z,1989-06-10T12:00:00Z
TDFB,20,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,20,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,21,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,21,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,22,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,22,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,23,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,23,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,24,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,24,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,25,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,25,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,26,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,26,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,27,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,27,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,28,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,28,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,29,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,29,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2A,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,2A,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2B,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,2B,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2C,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,2C,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2D,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,2D,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2E,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,2E,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDFB,2F,B,N,50,XYZ,false,false,2011-06-28T00:00:02Z,2019-12-16T00:00:00Z
TDFB,2F,H,N,200,XYZ,false,false,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
TDHS,20,B,N,50,true,false,false,2014-07-21T00:00:05Z,2020-06-16T00:00:00Z
TDHS,20,H,N,200,true,false,true,2002-04-15T00:00:00Z,2020-02-08T23:59:59Z
TDHS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TDL,10,S,H,50,false,false,true,1988-06-06T10:09:00Z,1988-06-11T05:00:00Z
TEAC,10,S,H,50,false,false,true,2001-01-09T11:09:00Z,2001-06-24T14:11:00Z
TEAV,10,S,H,50,false,false,true,1995-01-10T09:08:00Z,1995-05-20T20:23:00Z
TEKE,10,S,H,50,false,false,true,1994-08-05T21:50:00Z,1994-12-18T00:36:00Z
TENS,20,B,N,50,false,false,false,2016-11-18T00:05:00Z,2017-11-14T22:59:59Z
TENS,20,H,N,200,false,false,true,2016-11-18T00:05:00Z,2017-11-14T22:59:59Z
TENS,20,H,N,200,false,false,false,2017-11-14T23:00:00Z,9999-01-01T00:00:00Z
TEPS,20,B,N,50,true,false,false,2015-03-10T00:00:05Z,2020-06-16T00:00:00Z
TEPS,20,H,N,200,true,false,true,2002-03-07T22:20:00Z,9999-01-01T00:00:00Z
TETC,10,H,H,100,false,false,false,2001-01-10T12:20:00Z,2001-04-28T10:45:00Z
TEU,10,S,H,50,false,false,true,1990-02-20T02:23:00Z,1990-05-17T17:11:00Z
TFSS,20,B,N,50,true,false,false,2015-02-26T00:00:10Z,2020-06-16T00:00:00Z
TFSS,20,H,N,200,true,false,true,1999-10-25T20:00:00Z,9999-01-01T00:00:00Z
TGRZ,10,E,H,100,false,false,false,2003-02-18T08:00:01Z,2024-06-06T00:57:00Z
TGRZ,11,L,H,1,false,false,false,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z
TGRZ,11,H,H,100,false,false,false,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z
TGRZ,20,H,N,200,false,false,false,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z
THHS,20,B,N,50,true,false,false,2014-08-07T22:35:00Z,2020-06-16T00:00:00Z
THHS,20,H,N,200,true,false,true,2007-02-01T01:00:00Z,9999-01-01T00:00:00Z
THLX,10,E,H,100,false,false,false,2014-08-25T00:05:00Z,2015-03-24T00:00:00Z
THLX,20,B,N,50,false,false,false,2014-08-25T00:05:00Z,2015-03-24T00:00:00Z
THLX,20,H,N,200,false,false,true,2014-08-25T00:05:00Z,2015-03-24T00:00:00Z
THOB,21,B,N,50,true,false,false,2011-01-01T00:00:00Z,2019-12-16T00:00:00Z
THOB,21,H,N,200,true,false,false,2011-01-01T00:00:00Z,2020-08-12T03:36:00Z
THOB,21,H,N,200,XYZ,false,false,2020-08-12T22:32:00Z,2024-09-26T01:25:00Z
THOB,22,B,N,50,true,false,false,2011-01-01T00:00:00Z,2019-12-16T00:00:00Z
THOB,22,H,N,200,true,false,false,2011-01-01T00:00:00Z,2020-08-12T03:36:00Z
THOB,22,H,N,200,XYZ,false,false,2020-08-12T22:32:00Z,2024-09-26T01:25:00Z
THOB,23,B,N,50,true,false,false,2011-01-01T00:00:00Z,2019-12-16T00:00:00Z
THOB,23,H,N,200,true,false,false,2011-01-01T00:00:00Z,2020-08-12T03:36:00Z
THOB,23,H,N,200,XYZ,false,false,2020-08-12T22:32:00Z,2024-09-26T01:25:00Z
THPS,20,H,N,200,true,false,true,2001-11-27T00:00:00Z,2005-02-07T00:00:00Z
THQ2,10,E,H,100,true,false,false,2012-12-18T01:00:00Z,2023-08-07T23:26:00Z
THQ2,11,E,H,100,false,false,false,2023-08-11T02:44:00Z,9999-01-01T00:00:00Z
THSZ,10,E,H,100,false,false,false,2023-09-20T03:08:00Z,9999-01-01T00:00:00Z
THZ,10,V,H,0.1,false,false,false,2003-08-08T03:21:00Z,2014-12-31T00:00:00Z
THZ,10,L,H,1,false,false,false,2003-08-08T03:21:00Z,9999-01-01T00:00:00Z
THZ,10,S,H,50,false,false,true,1989-12-02T09:50:00Z,2003-08-08T02:05:00Z
THZ,10,H,H,100,false,false,false,2003-08-08T03:21:00Z,9999-01-01T00:00:00Z
THZ,11,S,H,50,false,false,true,2003-08-08T03:21:00Z,2003-09-24T11:54:00Z
THZ,20,H,N,200,false,false,true,2003-08-08T00:00:00Z,2014-04-03T13:55:00Z
THZ,21,B,N,50,false,false,false,2014-04-03T14:05:00Z,2020-06-16T00:00:00Z
THZ,21,H,N,200,false,false,true,2014-04-03T14:05:00Z,2020-02-08T23:59:59Z
THZ,21,H,N,200,false,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TIRS,20,B,N,50,true,false,false,2015-05-29T00:02:00Z,2020-06-16T00:00:00Z
TIRS,20,H,N,200,true,false,true,2002-06-25T03:00:00Z,9999-01-01T00:00:00Z
TITC,10,S,H,50,false,false,true,2001-01-08T13:33:00Z,2001-06-24T00:09:00Z
TIWZ,10,E,H,100,false,false,false,2006-03-07T12:00:02Z,9999-01-01T00:00:00Z
TKAS,20,B,N,50,true,false,false,2016-02-29T00:00:05Z,2020-06-16T00:00:00Z
TKAS,20,H,N,200,true,false,true,2001-05-04T00:00:00Z,9999-01-01T00:00:00Z
TKF,10,S,H,50,false,false,true,1988-06-06T05:58:00Z,1988-06-10T22:47:00Z
TKGZ,10,E,H,100,false,false,false,2010-03-13T06:05:00Z,9999-01-01T00:00:00Z
TKGZ,11,L,H,1,false,false,false,2025-09-10T03:25:00Z,9999-01-01T00:00:00Z
TKGZ,11,H,H,100,false,false,false,2025-09-10T03:25:00Z,9999-01-01T00:00:00Z
TKHS,20,B,N,50,true,false,false,2015-06-04T00:04:00Z,2020-06-16T00:00:00Z
TKHS,20,H,N,200,true,false,true,2002-07-02T02:00:00Z,9999-01-01T00:00:00Z
TKNZ,10,E,H,100,false,false,false,2014-06-18T00:00:10Z,9999-01-01T00:00:00Z
TKTH,10,S,H,50,false,false,true,1994-01-27T21:07:00Z,1994-04-16T01:06:00Z
TLBF,10,S,H,50,false,false,true,2000-11-03T21:48:00Z,2000-11-18T04:29:00Z
TLED,20,H,N,200,true,false,true,2010-09-05T05:00:02Z,2012-02-21T01:00:00Z
TLZ,10,L,H,1,false,false,false,2009-05-07T01:00:00Z,9999-01-01T00:00:00Z
TLZ,10,H,H,100,false,false,false,2009-05-07T01:00:00Z,9999-01-01T00:00:00Z
TLZ,20,B,N,50,false,false,false,2009-05-07T01:00:00Z,2016-02-12T01:20:00Z
TLZ,20,H,N,200,false,false,true,2009-05-07T01:00:00Z,2016-02-12T01:20:00Z
TLZ,21,B,N,50,false,false,false,2016-02-12T01:25:00Z,2020-06-16T00:00:00Z
TLZ,21,H,N,200,false,false,true,2016-02-12T01:25:00Z,2020-02-08T23:59:59Z
TLZ,21,H,N,200,false,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TMBS,20,B,N,50,true,false,false,2014-09-08T23:00:00Z,2020-06-16T00:00:00Z
TMBS,20,H,N,200,true,false,true,2002-06-09T00:00:00Z,2021-10-30T11:48:00Z
TMBS,20,H,N,200,true,false,false,2022-12-01T19:48:00Z,9999-01-01T00:00:00Z
TMDS,20,B,N,50,true,false,false,2014-10-09T01:30:00Z,2020-06-16T00:00:00Z
TMDS,20,H,N,200,true,false,true,2002-10-22T03:00:00Z,9999-01-01T00:00:00Z
TMHS,20,B,N,50,true,false,false,2014-08-20T00:01:00Z,2016-05-30T01:00:00Z
TMHS,20,H,N,200,true,false,true,2002-06-27T22:00:00Z,2016-05-30T01:00:00Z
TMHS,21,B,N,50,true,false,false,2017-07-20T00:00:02Z,2020-06-16T00:00:00Z
TMHS,21,H,N,200,true,false,true,2017-07-20T00:00:02Z,2020-02-08T23:59:59Z
TMHS,21,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TMVZ,10,L,H,1,false,false,false,2013-05-14T00:03:10Z,9999-01-01T00:00:00Z
TMVZ,10,H,H,100,false,false,false,2013-05-14T00:03:10Z,9999-01-01T00:00:00Z
TMVZ,30,L,D,1,false,false,false,2013-05-14T03:00:00Z,2025-10-16T21:46:00Z
TMVZ,30,H,D,100,false,false,false,2013-05-14T03:00:00Z,2025-10-16T21:46:00Z
TMVZ,31,L,D,1,false,false,false,2025-02-24T02:46:00Z,9999-01-01T00:00:00Z
TMVZ,31,H,D,100,false,false,false,2025-02-24T02:46:00Z,9999-01-01T00:00:00Z
TMWZ,10,E,H,100,false,false,false,2007-02-23T21:18:00Z,9999-01-01T00:00:00Z
TMWZ,20,H,N,200,false,false,false,2024-04-08T22:27:00Z,9999-01-01T00:00:00Z
TO003,01,,,-600,false,false,false,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,02,,,-600,false,false,false,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,03,,,-600,false,false,false,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,04,,,-600,false,false,false,2021-05-27T04:40:00Z,9999-01-01T00:00:00Z
TO003,05,,,-600,false,false,false,2022-06-22T02:40:00Z,9999-01-01T00:00:00Z
TO003,06,,,-600,false,false,false,2022-06-22T02:40:00Z,9999-01-01T00:00:00Z
TO003,07,,,-600,false,false,false,2022-06-22T02:50:00Z,9999-01-01T00:00:00Z
TO003,08,,,-600,false,false,false,2022-06-22T03:00:00Z,9999-01-01T00:00:00Z
TO003,09,,,-600,false,false,false,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,10,,,-600,false,false,false,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,11,,,-600,false,false,false,2022-06-21T23:10:00Z,9999-01-01T00:00:00Z
TO003,12,,,-600,false,false,false,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO003,13,,,-600,false,false,false,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO003,14,,,-600,false,false,false,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO003,15,,,-600,false,false,false,2024-03-01T00:20:00Z,9999-01-01T00:00:00Z
TO006,01,,,-600,false,false,false,2021-11-19T00:30:00Z,9999-01-01T00:00:00Z
TO006,02,,,-600,false,false,false,2018-10-08T23:50:00Z,9999-01-01T00:00:00Z
TO006,03,,,-600,false,false,false,2018-08-28T00:30:00Z,2024-06-03T23:50:01Z
TO006,04,,,-600,false,false,false,2022-06-22T00:00:00Z,9999-01-01T00:00:00Z
TO006,05,,,-600,false,false,false,2024-06-04T03:59:59Z,9999-01-01T00:00:00Z
TO006,06,,,-600,false,false,false,2024-06-04T03:59:59Z,9999-01-01T00:00:00Z
TO006,07,,,-600,false,false,false,2024-06-04T03:59:59Z,9999-01-01T00:00:00Z
TO006,08,,,-600,false,false,false,2024-06-04T03:59:59Z,9999-01-01T00:00:00Z
TO015,01,,,-600,false,false,false,2021-11-19T00:30:00Z,9999-01-01T00:00:00Z
TO015,02,,,-600,false,false,false,2018-08-10T00:00:00Z,9999-01-01T00:00:00Z
TO015,03,,,-600,false,false,false,2022-08-01T02:49:00Z,9999-01-01T00:00:00Z
TO063,01,,,-600,false,false,false,2021-05-07T00:00:00Z,9999-01-01T00:00:00Z
TO063,02,,,-600,false,false,false,2021-05-07T00:00:00Z,9999-01-01T00:00:00Z
TO063,03,,,-600,false,false,false,2021-05-07T00:00:00Z,9999-01-01T00:00:00Z
TO063,04,,,-600,false,false,false,2023-03-14T01:00:00Z,9999-01-01T00:00:00Z
TOAE,10,S,H,50,false,false,true,1994-08-07T11:27:00Z,1994-12-17T20:44:00Z
TOKS,20,B,N,50,true,false,false,2013-03-19T00:05:00Z,2020-06-16T00:00:00Z
TOKS,20,H,N,200,true,false,true,2013-03-19T00:05:00Z,9999-01-01T00:00:00Z
TON2,10,V,H,0.1,false,false,false,2012-07-20T21:30:00Z,2012-10-12T00:00:00Z
TON2,10,L,H,1,false,false,false,2012-07-20T21:30:00Z,2012-10-12T00:00:00Z
TON2,10,H,H,100,false,false,false,2012-07-20T21:30:00Z,2012-10-12T00:00:00Z
TON8,10,V,H,0.1,false,false,false,2013-06-07T01:02:00Z,2014-11-06T23:59:00Z
TON8,10,L,H,1,false,false,false,2013-06-07T01:02:00Z,2014-11-06T23:59:00Z
TON8,10,H,H,100,false,false,false,2013-06-07T01:02:00Z,2014-11-06T23:59:00Z
TONV,10,S,H,50,false,false,true,1995-09-26T01:42:00Z,1995-10-20T15:09:00Z
TOPV,10,S,H,50,false,false,true,1995-09-28T02:46:00Z,1995-12-16T10:56:00Z
TOTM,10,S,H,50,false,false,true,1993-10-25T06:51:00Z,1994-02-28T21:06:00Z
TOTS,20,B,N,50,true,false,false,2012-06-26T02:00:00Z,2020-06-16T00:00:00Z
TOTS,20,H,N,200,true,false,true,2012-06-26T02:00:00Z,9999-01-01T00:00:00Z
TOUEM,01,,,-600,false,false,false,2021-05-21T00:00:00Z,9999-01-01T00:00:00Z
TOUEM,02,,,-600,false,false,false,2021-05-21T00:00:00Z,9999-01-01T00:00:00Z
TOUEM,03,,,-600,false,false,false,2021-05-21T00:00:00Z,9999-01-01T00:00:00Z
TOUEM,04,,,-600,false,false,false,2021-05-21T00:00:00Z,9999-01-01T00:00:00Z
TOUEM,05,,,-600,false,false,false,2023-03-08T00:29:59Z,9999-01-01T00:00:00Z
TOUTL,01,,,-600,false,false,false,2019-03-12T03:30:00Z,9999-01-01T00:00:00Z
TOUTL,02,,,-600,false,false,false,2019-03-12T03:30:00Z,9999-01-01T00:00:00Z
TOVZ,30,L,D,1,false,false,false,2009-02-11T04:00:00Z,9999-01-01T00:00:00Z
TOVZ,30,H,D,100,false,false,false,2009-02-11T04:00:00Z,9999-01-01T00:00:00Z
TOZ,10,V,H,0.1,false,false,false,1998-10-15T00:00:00Z,2008-12-31T00:00:00Z
TOZ,10,L,H,1,false,false,false,1998-10-15T00:00:00Z,9999-01-01T00:00:00Z
TOZ,10,H,H,100,false,false,false,1998-10-15T00:00:00Z,9999-01-01T00:00:00Z
TOZ,20,B,N,50,false,false,false,2008-12-04T02:00:00Z,2016-01-13T21:00:00Z
TOZ,20,H,N,200,false,false,true,1998-10-15T00:00:00Z,2016-01-13T21:00:00Z
TOZ,21,B,N,50,false,false,false,2016-01-14T00:00:00Z,2020-06-16T00:00:00Z
TOZ,21,H,N,200,false,false,true,2016-01-14T00:00:00Z,2021-03-15T21:09:00Z
TOZ,21,H,N,200,false,false,false,2021-03-15T22:42:00Z,9999-01-01T00:00:00Z
TPLC,20,B,N,50,true,false,false,2011-08-25T04:40:00Z,2020-06-16T00:00:00Z
TPLC,20,H,N,200,true,false,true,2005-02-21T00:00:00Z,2020-02-08T23:59:59Z
TPLC,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,2020-12-17T00:10:00Z
TPLC,21,H,N,200,true,false,false,2024-06-25T21:59:00Z,9999-01-01T00:00:00Z
TPPS,20,H,N,200,true,false,true,1999-08-30T16:50:00Z,2005-11-04T00:00:00Z
TPPS,21,B,N,50,true,false,false,2015-03-13T00:00:40Z,2020-06-16T00:00:00Z
TPPS,21,H,N,200,true,false,true,2005-12-21T00:00:00Z,2020-02-08T23:59:59Z
TPPS,21,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
TPTT,40,L,T,1,false,false,false,2025-08-20T01:00:00Z,9999-01-01T00:00:00Z
TPTT,40,B,T,10,false,false,false,2025-08-20T01:00:00Z,9999-01-01T00:00:00Z
TPTT,41,L,T,1,false,false,false,2025-08-20T01:00:00Z,9999-01-01T00:00:00Z
TPTT,41,B,T,10,false,false,false,2025-08-20T01:00:00Z,9999-01-01T00:00:00Z
TRAB,21,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,21,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,21,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,21,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,22,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,22,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,22,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,22,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,23,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,23,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,23,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,23,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,24,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,24,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,24,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,24,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,25,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,25,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,25,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,25,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,26,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,26,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,26,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,26,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,27,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,27,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,27,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,27,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAB,28,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,28,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TRAB,28,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-01-24T01:10:00Z
TRAB,28,H,N,200,true,false,false,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
TRAR1,01,,,-600,false,false,false,2022-09-07T03:50:00Z,9999-01-01T00:00:00Z
TRAR1,02,,,-600,false,false,false,2022-09-07T03:50:00Z,9999-01-01T00:00:00Z
TRAR1,03,,,-600,false,false,false,2022-09-07T03:50:00Z,9999-01-01T00:00:00Z
TRAR1,04,,,-600,false,false,false,2022-09-07T03:50:00Z,9999-01-01T00:00:00Z
TRAR1,05,,,-600,false,false,false,2022-09-07T03:50:00Z,9999-01-01T00:00:00Z
TRAR1,06,,,-600,false,false,false,2022-09-07T03:50:00Z,9999-01-01T00:00:00Z
TRCS,20,H,N,200,true,false,true,2002-06-27T03:00:00Z,2011-12-29T00:00:00Z
TRLG,10,S,H,50,false,false,true,1993-08-13T06:32:00Z,1993-09-09T01:01:00Z
TRMS,20,B,N,50,true,false,false,2014-07-29T01:45:00Z,2020-06-16T00:00:00Z
TRMS,20,H,N,200,true,false,true,2014-07-29T01:45:00Z,2020-02-08T23:59:59Z
TRMS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,2024-01-18T21:41:00Z
TRMS,21,H,N,200,true,false,false,2024-01-19T03:27:00Z,9999-01-01T00:00:00Z
TRN,10,S,H,50,false,false,true,1990-02-15T23:35:00Z,1990-02-17T13:26:00Z
TROB,21,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,21,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,21,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-02-22T02:10:00Z
TROB,21,H,N,200,true,false,false,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
TROB,22,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,22,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,22,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-02-22T02:10:00Z
TROB,22,H,N,200,true,false,false,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
TROB,23,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,23,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,23,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-02-22T02:10:00Z
TROB,23,H,N,200,true,false,false,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
TROB,24,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,24,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,24,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-02-22T02:10:00Z
TROB,24,H,N,200,true,false,false,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
TROB,25,B,N,50,XYZ,false,false,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,25,H,N,200,XYZ,false,true,2013-08-02T00:00:00Z,2019-12-16T00:00:00Z
TROB,25,H,N,200,XYZ,false,false,2019-12-16T00:00:01Z,2025-02-22T02:10:00Z
TROB,25,H,N,200,true,false,false,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
