Make,Model,Serial,Place,Role,Start Date,End Date
Kinemetrics,Q330/3,2322,Raoul Island Fishing Rock,,2009-05-18T00:00:01Z,2021-10-20T22:13:00Z
Kinemetrics,Q330/3,2323,Mount Tarawera,,2007-11-21T21:00:01Z,2023-03-06T22:05:00Z
Kinemetrics,Q330/3,2324,Pukeatua Road,,2008-01-14T02:00:01Z,2023-02-21T20:48:00Z
Kinemetrics,Q330/3,2325,Plateau Road,,2007-11-12T22:00:01Z,2023-04-18T02:02:00Z
Kinemetrics,Q330/3,2327,Te Maipa,,2008-03-27T22:00:02Z,2023-04-17T22:28:00Z
Kinemetrics,Q330/3,2328,Lottin Point,,2008-10-03T06:00:01Z,2021-07-15T20:03:00Z
Kinemetrics,Q330/3,2329,Kawakawa Station,,2007-06-27T23:30:01Z,2023-04-14T00:03:00Z
Kinemetrics,Q330/3,2330,Waihaha,,2009-06-05T00:53:01Z,2023-04-04T23:28:00Z
Kinemetrics,Q330/3,2331,Karaka Road Borehole,,2008-11-11T00:00:01Z,2018-12-06T02:00:00Z
Kinemetrics,Q330/3,2332,Mount Edgecumbe,,2008-06-30T23:55:01Z,2013-11-19T21:25:00Z
Kinemetrics,Q330/3,2333,Kaahu Road,,2010-04-14T21:00:01Z,2023-02-17T02:15:00Z
Kinemetrics,Q330/3,2334,Durham Road,,2008-03-03T02:00:01Z,2022-06-28T21:26:00Z
Kinemetrics,Q330/3,2335,Whangaparaoa Navy Base,,2008-10-13T01:00:01Z,2023-01-19T02:25:00Z
Kinemetrics,Q330/3,2336,Pori Road,,2008-11-03T01:00:01Z,2022-11-29T21:28:00Z
Kinemetrics,Q330/3,2337,Hossack Road,,2010-04-12T21:00:01Z,2023-03-10T01:10:00Z
Kinemetrics,Q330/3,2339,Otaraoa Road,,2008-03-03T02:00:01Z,2023-04-18T06:09:00Z
Kinemetrics,Q330/3,2340,Highlands Station,,2008-12-02T22:00:01Z,2022-11-17T02:13:00Z
Kinemetrics,Q330/3,2342,Waiomatatini Station,,2009-12-10T08:00:01Z,2014-11-25T02:00:00Z
Kinemetrics,Q330/3,2349,Chateau Observatory,,2009-04-22T23:00:01Z,2010-11-30T22:30:00Z
Kinemetrics,Q330/3,2349,Murupara,,2011-03-24T00:00:01Z,2022-12-20T06:50:00Z
Kinemetrics,Q330/3,2350,Taurewa,,2011-06-20T23:00:01Z,2016-05-09T21:45:00Z
Kinemetrics,Q330/3,2356,Matea Road,,2010-05-14T00:00:01Z,2023-03-08T20:36:00Z
Kinemetrics,Q330/3,2357,Bayfield Park Herne Bay,,2009-08-07T00:00:02Z,2022-10-30T23:31:00Z
Kinemetrics,Q330/3,2358,Rangatira Station,,2010-03-13T06:00:01Z,2023-08-02T21:06:00Z
Kinemetrics,Q330/3,2361,Lake Rotokare,,2010-01-27T00:00:02Z,2022-05-16T22:10:00Z
Kinemetrics,Q330/3,2363,North Egmont Visitor Centre,Surface,2010-02-21T00:00:02Z,2010-06-07T23:30:00Z
Kinemetrics,Q330/3,2363,North Egmont Visitor Centre,,2010-06-07T23:35:00Z,2011-07-20T04:00:00Z
Kinemetrics,Q330/3,2363,Wakanui,,2013-03-27T22:47:00Z,2023-05-17T04:17:00Z
Kinemetrics,Q330/3,2364,Arahi,,2008-05-14T06:00:01Z,2023-10-16T21:28:00Z
Kinemetrics,Q330/3,2366,Port of Tauranga,,2008-05-21T02:00:01Z,2016-05-10T23:30:00Z
Kinemetrics,Q330/3,2366,Paritu Road,,2017-08-28T11:40:01Z,2023-06-26T07:59:00Z
Kinemetrics,Q330/3,2367,Shannon Station,,2009-06-08T02:00:01Z,2023-07-24T21:07:00Z
Kinemetrics,Q330/3,2368,Tauwhareparae Station,,2009-12-09T12:00:01Z,2014-07-22T22:40:00Z
Kinemetrics,Q330/3,2455,Sumner Head,,2010-06-15T00:00:01Z,2022-03-31T20:00:00Z
Kinemetrics,Q330/3,2460,Inchbonnie,,2011-01-26T00:00:01Z,2015-05-28T06:05:00Z
Kinemetrics,Q330/3,2460,Raoul Island Met Station,,2020-11-17T21:37:00Z,2021-01-31T22:16:00Z
Kinemetrics,Q330/3,2462,Kaweka Forest,,2010-06-02T03:00:01Z,2023-07-17T21:35:00Z
Kinemetrics,Q330/3,2464,Puysegur Welcome Bay,,2009-11-27T21:15:01Z,2014-02-25T00:00:00Z
Kinemetrics,Q330/3,2464,Cape Campbell,,2014-09-03T03:00:01Z,2016-12-05T06:25:00Z
Kinemetrics,Q330/3,2466,Rimuhau Hill,,2010-03-12T00:00:01Z,2012-08-14T00:00:00Z
Kinemetrics,Q330/3,2466,Hikuraki Station,,2014-03-25T00:00:01Z,2022-07-04T17:22:00Z
Kinemetrics,Q330/3,2471,Pakihiroa,,2010-06-21T00:00:01Z,2010-10-19T00:20:00Z
Kinemetrics,Q330/3,2471,Matarangi,,2012-05-22T00:00:01Z,2015-01-09T00:00:00Z
Kinemetrics,Q330/3,2471,Taurewa,,2016-05-09T22:00:01Z,2023-06-14T22:18:00Z
Kinemetrics,Q330/3,2537,Eden Park,,2011-08-23T00:00:01Z,2022-10-30T21:18:00Z
Kinemetrics,Q330/3,2542,Whale Island,,2011-06-26T20:00:01Z,2023-06-08T22:08:00Z
Kinemetrics,Q330/3,2546,Kaikoura North Wharf,,2010-05-27T01:00:01Z,2021-11-02T01:29:00Z
Kinemetrics,Q330/3,2548,Kereru,,2008-05-17T04:00:01Z,2023-07-18T01:36:00Z
Kinemetrics,Q330/3,2551,Makara Bunker,Test 1,2008-04-15T22:00:01Z,2008-04-21T22:00:00Z
Kinemetrics,Q330/3,2551,Castlepoint Station,,2009-07-07T00:00:01Z,2023-02-09T23:53:00Z
Kinemetrics,Q330/3,2552,Whakapapataringa,,2010-03-25T03:35:01Z,2023-04-19T22:41:00Z
Kinemetrics,Q330/3,2553,Waiheke Station,,2010-07-25T21:00:01Z,2023-10-02T20:14:00Z
Kinemetrics,Q330/3,2554,North Cape,,2008-12-10T06:10:01Z,2011-09-23T01:00:00Z
Kinemetrics,Q330/3,2554,Rimuhau Hill,,2012-08-14T00:00:02Z,2023-08-02T21:50:00Z
Kinemetrics,Q330/3,2555,Castlepoint,,2009-09-08T00:00:01Z,2021-07-26T08:15:00Z
Kinemetrics,Q330/3,2558,Whatipu,,2010-07-15T00:00:02Z,2018-04-12T01:45:00Z
Kinemetrics,Q330/3,2559,Ngongotaha,,2011-10-26T00:00:01Z,2022-11-23T00:30:00Z
Kinemetrics,Q330/3,2559,Apia Geomagnetic Observatory,,2023-08-17T10:52:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/3,2563,Dunedin Tsunami,,2010-02-25T01:00:01Z,2021-05-25T23:43:00Z
Kinemetrics,Q330/3,2564,Korotiti Bay,,2010-05-09T00:00:01Z,2017-12-12T02:44:00Z
Kinemetrics,Q330/3,2564,Cape Kidnappers,,2018-02-28T21:20:00Z,2023-05-25T00:35:00Z
Kinemetrics,Q330/3,2610,Devonport Naval Base,,2009-03-26T14:10:02Z,2021-10-17T20:46:00Z
Kinemetrics,Q330/3,280,Wellington Dominion Observatory,,2003-04-08T00:00:00Z,2008-12-18T01:00:00Z
Kinemetrics,Q330/3,280,Ohakea,,2011-03-24T00:00:01Z,2016-10-21T02:00:00Z
Kinemetrics,Q330/3,299,Rangitukua Reserve,,2003-03-25T03:00:00Z,2019-02-13T22:55:00Z
Kinemetrics,Q330/3,300,Welcome Bay Road,,2003-02-18T08:00:00Z,2018-10-23T04:00:00Z
Kinemetrics,Q330/3,301,Waihaha,,2003-04-03T05:00:00Z,2009-06-05T00:53:00Z
Kinemetrics,Q330/3,301,East Tamaki Reservoir,,2010-02-10T00:00:01Z,2018-07-05T06:00:00Z
Kinemetrics,Q330/3,307,Kakaramea,,2003-04-29T04:00:00Z,2006-02-28T00:00:00Z
Kinemetrics,Q330/3,307,Mount Ngauruhoe 2006 Portable NGA1,,2006-06-07T22:50:00Z,2007-04-20T04:00:00Z
Kinemetrics,Q330/3,307,Moumoukai,,2007-05-07T01:00:01Z,2018-07-05T00:45:00Z
Kinemetrics,Q330/3,308,Hinemaiaia,,2003-04-15T13:00:00Z,2019-03-07T00:00:00Z
Kinemetrics,Q330/3,309,Whakaroa,,2003-03-26T05:00:00Z,2019-04-05T01:35:00Z
Kinemetrics,Q330/3,310,Rihia Road,,2003-04-04T10:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/3,311,Mount Morrison,,2003-06-17T07:50:00Z,2018-12-10T21:00:00Z
Kinemetrics,Q330/3,313,Cannon Point,,2003-05-20T02:00:00Z,2019-07-22T21:50:00Z
Kinemetrics,Q330/3,335,Makatiti,,2003-05-23T03:00:00Z,2019-03-18T01:20:00Z
Kinemetrics,Q330/3,336,Baring Head,,2003-06-14T10:00:00Z,2019-04-09T23:40:00Z
Kinemetrics,Q330/3,337,Paruwai Farm,,2004-07-14T00:00:00Z,2018-07-24T22:30:00Z
Kinemetrics,Q330/3,338,Pokaka,,2005-03-15T21:00:00Z,2019-05-22T00:20:00Z
Kinemetrics,Q330/3,339,Whakapapa,,2003-12-05T05:00:00Z,2010-11-30T22:49:00Z
Kinemetrics,Q330/3,339,Aratiatia Landcorp Farm,,2011-03-06T22:00:01Z,2011-06-20T04:00:00Z
Kinemetrics,Q330/3,339,North Egmont Visitor Centre,,2011-07-20T04:10:01Z,2013-12-05T03:00:00Z
Kinemetrics,Q330/3,340,Makara Bunker,,2003-11-13T00:00:00Z,2008-06-17T04:40:00Z
Kinemetrics,Q330/3,340,Pakihiroa,,2011-01-13T00:05:01Z,2014-11-25T00:00:00Z
Kinemetrics,Q330/3,341,Moikau Station,,2003-08-28T20:50:00Z,2004-08-13T00:00:00Z
Kinemetrics,Q330/3,341,Angora Road,,2008-08-07T00:00:01Z,2019-01-23T01:00:00Z
Kinemetrics,Q330/3,342,Kapiti Island,,2004-08-24T03:00:00Z,2018-11-12T17:20:00Z
Kinemetrics,Q330/3,345,Oturere,,2006-06-09T00:00:01Z,2007-03-20T00:00:00Z
Kinemetrics,Q330/3,345,Otaki Gorge,,2008-01-29T21:25:01Z,2019-01-22T02:00:00Z
Kinemetrics,Q330/3,346,Tukino,,2004-06-01T21:00:00Z,2019-06-25T22:15:00Z
Kinemetrics,Q330/3,3612,Okains Bay,,2012-02-29T00:00:01Z,2023-05-18T02:12:00Z
Kinemetrics,Q330/3,3613,Akaroa Harbour,,2012-02-29T00:00:01Z,2022-10-12T22:27:00Z
Kinemetrics,Q330/3,3614,Eyrewell,,2012-03-19T00:00:02Z,2013-12-03T00:00:00Z
Kinemetrics,Q330/3,3614,Tokomaru West Road,,2013-12-22T00:05:01Z,2023-04-05T21:12:00Z
Kinemetrics,Q330/3,3615,Logan Vale Farm,,2012-01-05T23:05:01Z,2023-01-17T01:26:00Z
Kinemetrics,Q330/3,3616,Aropaoanui,,2012-01-19T22:30:01Z,2023-05-26T01:30:00Z
Kinemetrics,Q330/3,3617,Naumai,,2012-03-05T22:00:01Z,2013-07-30T00:00:00Z
Kinemetrics,Q330/3,3617,Lake Taylor Station,,2013-10-23T05:05:01Z,2023-05-15T23:23:00Z
Kinemetrics,Q330/3,3618,Tongariro 2,,2012-07-20T21:00:01Z,2012-07-21T03:00:00Z
Kinemetrics,Q330/3,3618,Tongariro 2,,2012-07-27T00:00:01Z,2012-10-12T00:00:00Z
Kinemetrics,Q330/3,3619,Whataroa Gaunt Creek,,2012-04-20T00:00:01Z,2012-06-21T00:00:00Z
Kinemetrics,Q330/3,3619,Puketiti,,2013-08-07T00:00:01Z,2021-11-01T22:11:00Z
Kinemetrics,Q330/3,3620,"Amberley, Maskells Rd",,2012-06-25T00:00:02Z,2023-06-26T22:18:00Z
Kinemetrics,Q330/3,3621,Rakaia,,2012-06-25T00:00:04Z,2014-09-18T00:00:00Z
Kinemetrics,Q330/3,3621,Queen's Wharf Shed 1,,2016-02-04T00:10:01Z,2021-04-15T20:30:00Z
Kinemetrics,Q330/3,3625,Tauhara North,,2012-11-27T22:00:01Z,2023-08-07T23:26:00Z
Kinemetrics,Q330/3,378,Turoa Top of Giant,,2005-03-16T01:00:00Z,2009-04-14T21:15:00Z
Kinemetrics,Q330/3,378,Raukumara Range,,2011-05-18T22:00:01Z,2018-11-14T21:15:00Z
Kinemetrics,Q330/3,415,Wahianoa,,2005-02-22T20:54:00Z,2017-05-30T00:00:00Z
Kinemetrics,Q330/3,435,Kapiti Island,,2004-06-09T23:00:00Z,2004-08-24T02:59:59Z
Kinemetrics,Q330/3,435,Pukenui,,2008-02-19T00:00:01Z,2018-12-04T23:59:59Z
Kinemetrics,Q330/3,452,Moawhango Dam,,2004-05-30T15:00:00Z,2013-05-03T00:00:00Z
Kinemetrics,Q330/3,461,West Tongariro,,2004-03-04T23:00:00Z,2013-09-17T23:00:00Z
Kinemetrics,Q330/3,461,Pukeiti Hill,,2013-12-04T21:00:01Z,2017-11-02T00:38:00Z
Kinemetrics,Q330/3,465,Blackbirch Station,,2003-12-09T00:00:00Z,2006-01-18T20:30:00Z
Kinemetrics,Q330/3,465,Naumai,,2008-02-13T03:00:01Z,2012-03-05T22:00:00Z
Kinemetrics,Q330/3,507,Cape Campbell,,2003-06-15T04:50:00Z,2014-09-03T03:00:00Z
Kinemetrics,Q330/3,507,Rakaia,,2014-11-02T21:00:01Z,2018-08-22T03:15:00Z
Kinemetrics,Q330/3,528,Dome Shelter,,2004-06-15T23:00:00Z,2017-11-01T01:09:00Z
Kinemetrics,Q330/3,529,Ngauruhoe Seismic Station,,2004-03-04T23:00:00Z,2014-02-25T00:00:00Z
Kinemetrics,Q330/3,529,Vera Road,,2014-03-19T00:04:11Z,2018-08-28T21:30:00Z
Kinemetrics,Q330/3,532,Tuamarina,,2004-05-05T00:00:00Z,2016-12-07T00:00:00Z
Kinemetrics,Q330/3,533,Taurewa,,2004-05-18T02:00:00Z,2011-06-20T23:00:00Z
Kinemetrics,Q330/3,533,Motutapu Island,Borehole,2012-10-07T00:00:01Z,2018-07-05T22:16:00Z
Kinemetrics,Q330/3,538,Karewarewa,,2004-12-03T22:00:00Z,2005-03-02T00:00:00Z
Kinemetrics,Q330/3,538,Mount Edgecumbe,,2006-02-16T00:00:01Z,2007-05-31T03:00:00Z
Kinemetrics,Q330/3,538,McNeill Hill,,2008-05-27T00:00:01Z,2018-05-22T04:30:00Z
Kinemetrics,Q330/3,540,Pukeiti Hill,,2003-10-28T16:00:00Z,2006-12-06T04:07:00Z
Kinemetrics,Q330/3,540,Namu Road,,2009-04-01T22:00:01Z,2018-12-04T20:00:00Z
Kinemetrics,Q330/3,541,White Island - South Rim,,2006-09-19T00:00:01Z,2007-04-19T03:00:00Z
Kinemetrics,Q330/3,541,Aratiatia Landcorp Farm,,2007-05-20T21:00:01Z,2011-03-06T22:00:00Z
Kinemetrics,Q330/3,541,Aratiatia Landcorp Farm,,2011-06-20T04:00:01Z,2023-08-09T00:03:00Z
Kinemetrics,Q330/3,542,Oturere,,2004-11-18T04:00:00Z,2005-08-30T00:00:00Z
Kinemetrics,Q330/3,542,Lichenstein Road,,2005-11-10T00:00:00Z,2018-11-12T22:15:00Z
Kinemetrics,Q330/3,543,Wahianoa,,2004-04-15T00:00:00Z,2005-02-22T20:00:00Z
Kinemetrics,Q330/3,543,Oturere,,2005-08-30T00:00:01Z,2006-06-08T06:00:00Z
Kinemetrics,Q330/3,543,Kahui Hut,,2009-05-20T20:00:01Z,2014-10-14T04:00:00Z
Kinemetrics,Q330/3,550,Tory Channel,,2005-04-20T13:00:00Z,2005-12-14T22:30:00Z
Kinemetrics,Q330/3,550,North Cape,,2011-09-23T01:00:01Z,2014-01-22T22:00:00Z
Kinemetrics,Q330/3,551,Queen's Wharf Shed 1,,2007-03-06T00:00:01Z,2016-02-04T00:05:00Z
Kinemetrics,Q330/3,552,Cape Kidnappers,,2007-08-29T02:30:01Z,2018-02-28T21:00:00Z
Kinemetrics,Q330/3,553,Okepuha Station,,2007-04-03T00:00:01Z,2018-09-25T21:25:00Z
Kinemetrics,Q330/3,559,Mangateitei,,2005-03-15T21:00:00Z,2019-06-25T03:45:00Z
Kinemetrics,Q330/3,937,D'Urville Island,,2003-12-10T00:00:00Z,2011-02-24T00:00:00Z
Kinemetrics,Q330/3,937,Ruatahuna,,2011-05-05T00:00:01Z,2016-08-15T23:00:00Z
Kinemetrics,Q330/3,938,Port of Napier,,2007-09-11T12:00:01Z,2021-06-02T01:45:00Z
Kinemetrics,Q330/3,939,Kauri Point,,2006-12-12T06:00:01Z,2009-09-08T03:05:00Z
Kinemetrics,Q330/3,939,Galatos Road - Hughes Farm,,2009-11-12T02:00:01Z,2018-12-30T21:15:00Z
Kinemetrics,Q330/3,942,Pukeiti Hill,,2006-12-06T04:07:01Z,2013-12-04T21:00:00Z
Kinemetrics,Q330/3,942,Tauwhareparae Station,,2014-07-22T22:40:01Z,2018-09-24T01:05:00Z
Kinemetrics,Q330/3,943,Tintock,,2006-03-07T12:00:01Z,2018-10-16T21:10:00Z
Kinemetrics,Q330/3,944,Black Hill Station,,2008-06-04T00:01:01Z,2019-01-09T00:00:00Z
Kinemetrics,Q330/3,945,Omania,,2007-04-04T00:00:01Z,2022-11-21T21:55:00Z
Kinemetrics,Q330/3,946,Great Barrier Island Navy Field Station,,2007-06-11T23:00:01Z,2023-04-18T21:49:00Z
Kinemetrics,Q330/3,948,Republican Road,,2007-12-10T19:00:01Z,2022-11-16T22:27:00Z
Kinemetrics,Q330/3,951,Moikau Station,,2004-08-13T00:00:01Z,2018-07-23T04:05:00Z
Kinemetrics,Q330/3,952,Kahuranaki,,2007-06-07T22:00:01Z,2023-07-19T01:32:00Z
Kinemetrics,Q330/3,953,Paritu Road,,2007-08-02T00:00:01Z,2016-09-30T00:00:00Z
Kinemetrics,Q330/3,954,Karewarewa,,2005-03-02T00:00:01Z,2012-11-22T21:00:00Z
Kinemetrics,Q330/3,954,Moawhango Dam,,2013-05-03T00:00:21Z,2019-06-24T22:05:00Z
Kinemetrics,Q330/3,955,Waiatarua,,2006-12-13T02:20:01Z,2022-05-17T01:32:00Z
Kinemetrics,Q330/3,956,Oturere,,2010-04-21T00:00:02Z,2013-10-01T22:00:00Z
Kinemetrics,Q330/3,956,Mount Edgecumbe,,2013-11-19T21:45:01Z,2014-10-13T00:00:30Z
Kinemetrics,Q330/3,957,Holdsworth Station,,2007-02-22T23:30:01Z,2022-11-29T02:16:00Z
Kinemetrics,Q330/3,958,Hathaway Farm,,2007-03-22T00:00:02Z,2023-08-23T23:15:00Z
Kinemetrics,Q330/3,959,Te Maipa,,2007-02-23T21:15:00Z,2008-03-27T22:00:00Z
Kinemetrics,Q330/3,959,Rimuhau Hill,,2009-06-08T23:00:01Z,2010-03-12T00:00:00Z
Kinemetrics,Q330/3,959,Maungataniwha,,2011-10-20T00:00:01Z,2023-10-31T00:51:00Z
Kinemetrics,Q330/3,960,Carnagh Station,,2007-08-04T00:00:01Z,2023-10-05T21:04:00Z
Kinemetrics,Q330/3,961,The Paps,,2006-05-07T02:23:54Z,2007-05-02T22:00:00Z
Kinemetrics,Q330/3,961,Allen Road Cliffs,,2007-11-07T01:00:01Z,2018-11-28T23:40:00Z
Kinemetrics,Q330/6,106,Kuaotunu,,2004-02-05T00:00:00Z,2021-07-03T07:07:00Z
Kinemetrics,Q330/6,1326,Pawanui,,2005-08-22T00:00:00Z,2016-07-22T00:30:00Z
Kinemetrics,Q330/6,2031,The Paps,,2007-05-02T22:00:01Z,2022-04-12T22:07:00Z
Kinemetrics,Q330/6,2035,Puysegur Point,,2007-05-01T00:00:01Z,2009-07-24T23:45:00Z
Kinemetrics,Q330/6,2035,D'Urville Island,,2011-02-24T00:00:01Z,2011-12-22T22:00:00Z
Kinemetrics,Q330/6,2035,D'Urville Island,,2012-02-08T00:05:01Z,2023-06-15T20:22:00Z
Kinemetrics,Q330/6,2036,White Island - South Rim,,2007-04-19T03:00:01Z,2014-07-04T00:00:00Z
Kinemetrics,Q330/6,2036,Matarangi,,2015-01-09T00:00:01Z,2017-04-20T22:00:00Z
Kinemetrics,Q330/6,2250,Waikawa Valley,,2007-11-29T00:13:05Z,2017-05-22T06:17:00Z
Kinemetrics,Q330/6,2257,Tahuroa Road,,2008-12-04T01:50:01Z,2023-05-09T23:07:00Z
Kinemetrics,Q330/6,2260,"Highcliff Hill, Dunedin",,2008-06-26T03:30:01Z,2017-06-26T02:00:00Z
Kinemetrics,Q330/6,2266,Makara Bunker,Test 2,2008-04-21T22:00:01Z,2008-08-28T02:00:00Z
Kinemetrics,Q330/6,2266,Raoul Island Green Lake,Broadband,2009-05-18T00:00:01Z,2016-09-17T13:00:00Z
Kinemetrics,Q330/6,2567,MRP Kawerau Central Site KQ01,,2008-06-04T00:00:01Z,2017-05-04T02:00:00Z
Kinemetrics,Q330/6,2808,MRP Kawerau North Site KQ05,,2008-09-04T20:00:02Z,2017-05-04T02:00:00Z
Kinemetrics,Q330/6,2833,MRP Kawerau South Site KQ02,,2008-06-12T00:00:01Z,2017-05-04T02:00:00Z
Kinemetrics,Q330/6,2835,MRP Kawerau West Site KQ04,,2008-09-10T00:00:02Z,2017-05-04T02:00:00Z
Kinemetrics,Q330/6,2836,MRP Kawerau East Site KQ03,,2008-06-20T00:00:01Z,2017-05-04T02:00:00Z
Kinemetrics,Q330/6,3135,View Hill,,2009-03-14T00:00:01Z,2014-10-30T00:05:00Z
Kinemetrics,Q330/6,3135,Raoul Island Boat Cove,,2017-03-26T22:00:01Z,2021-10-22T21:21:00Z
Kinemetrics,Q330/6,3136,Wellington Dominion Observatory,,2008-12-18T01:00:01Z,2016-12-19T21:00:00Z
Kinemetrics,Q330/6,3137,Raoul Island Met Station,,2009-05-18T00:00:01Z,2016-09-17T13:00:00Z
Kinemetrics,Q330/6,3138,Kokohu,,2009-04-27T03:30:01Z,2017-05-30T02:45:00Z
Kinemetrics,Q330/6,3139,Turoa Top of Giant,,2009-04-14T21:30:01Z,2017-09-11T23:55:00Z
Kinemetrics,Q330/6,3140,Whangaehu Hut,,2009-03-24T21:00:01Z,2019-01-08T21:00:00Z
Kinemetrics,Q330/6,3141,Denniston North,,2009-05-13T03:30:01Z,2016-11-09T23:00:00Z
Kinemetrics,Q330/6,3386,Glencoe Station,,2009-08-06T00:00:01Z,2023-07-11T00:35:00Z
Kinemetrics,Q330/6,3387,Waipu Caves,,2009-10-16T00:00:01Z,2017-02-22T03:05:00Z
Kinemetrics,Q330/6,3388,Maungaroa Station,,2010-01-14T10:00:01Z,2018-01-10T23:18:00Z
Kinemetrics,Q330/6,3391,North Egmont Visitor Centre,,2010-01-25T20:00:01Z,2010-02-21T00:00:01Z
Kinemetrics,Q330/6,3391,Karewarewa,,2012-11-22T21:00:01Z,2017-04-25T00:00:00Z
Kinemetrics,Q330/6,3392,Logan Vale Farm,,2010-06-09T23:30:01Z,2012-01-05T23:05:00Z
Kinemetrics,Q330/6,3393,Chateau Observatory,,2010-11-30T22:30:01Z,2022-06-09T02:11:00Z
Kinemetrics,Q330/6,3394,Tuapeka,,2010-02-05T23:00:01Z,2022-07-07T06:43:00Z
Kinemetrics,Q330/6,3395,Puysegur Point,,2009-07-25T00:30:01Z,2017-01-19T21:20:00Z
Kinemetrics,Q330/6,3395,Whataroa River,,2020-06-19T00:00:00Z,2021-11-03T02:58:00Z
Kinemetrics,Q330/6,3396,Sanderson Farm,,2010-05-01T00:00:02Z,2017-05-30T17:00:00Z
Kinemetrics,Q330/6,3397,Tory Channel,,2011-03-25T00:00:01Z,2023-06-15T23:54:00Z
Kinemetrics,Q330/6,3781,West Melton Geomagnetic Observatory,,2013-12-15T00:00:00Z,2019-04-16T20:32:00Z
Kinemetrics,Q330/6,3781,Apia Geomagnetic Observatory,,2021-06-17T00:00:00Z,2023-08-17T10:52:00Z
Kinemetrics,Q330/6,379,Earnscleugh,,2004-11-01T00:00:00Z,2005-09-22T23:59:30Z
Kinemetrics,Q330/6,379,Kereru,,2008-04-28T00:00:01Z,2008-05-17T04:00:00Z
Kinemetrics,Q330/6,379,Tolley Road,,2009-05-06T20:00:01Z,2019-01-28T02:30:00Z
Kinemetrics,Q330/6,380,Matakaoa Point,,2004-02-29T00:00:00Z,2011-08-18T00:00:00Z
Kinemetrics,Q330/6,380,D'Urville Island,,2011-12-22T22:00:01Z,2012-02-08T00:05:00Z
Kinemetrics,Q330/6,380,White Island - Summit,,2013-04-08T00:00:01Z,2017-02-26T23:55:00Z
Kinemetrics,Q330/6,386,Kiriroa,,2004-02-29T00:00:00Z,2011-08-18T12:00:00Z
Kinemetrics,Q330/6,386,Far West,,2015-02-09T23:10:01Z,2017-04-20T00:00:00Z
Kinemetrics,Q330/6,3869,Apia Geomagnetic Observatory,,2011-07-25T00:00:00Z,2021-06-16T23:59:59Z
Kinemetrics,Q330/6,387,Far West,,2004-10-23T03:00:00Z,2015-02-09T23:00:00Z
Kinemetrics,Q330/6,387,North Tongariro,,2016-01-14T02:01:01Z,2019-04-17T01:10:00Z
Kinemetrics,Q330/6,481,Earnscleugh,,2005-09-23T00:00:00Z,2014-11-04T00:00:00Z
Kinemetrics,Q330/6,483,Branch Creek Road,,2004-06-03T00:00:00Z,2017-06-28T20:20:00Z
Kinemetrics,Q330/6,498,The Sugar Loaf Quarry,,2004-10-13T00:00:00Z,2017-03-14T21:20:00Z
Kinemetrics,Q330/6,499,Thirsty Ridge,,2004-06-23T04:20:00Z,2017-03-15T03:15:00Z
Kinemetrics,Q330/6,5,Milford Sound,,2005-07-19T00:00:00Z,2017-05-23T04:15:00Z
Kinemetrics,Q330/6,502,Totara Peak,,2004-06-04T06:20:00Z,2014-10-02T00:05:00Z
Kinemetrics,Q330/6,502,Te Maari,,2015-01-13T20:32:01Z,2017-10-12T22:36:00Z
Kinemetrics,Q330/6,647,Deep Cove,,2005-07-23T00:00:00Z,2015-10-22T00:00:00Z
Kinemetrics,Q330/6,647,Ohakea,,2016-10-21T02:00:01Z,2018-07-19T03:45:00Z
Kinemetrics,Q330HR/6,2131,Otahua Downs,,2008-07-08T00:00:03Z,2021-10-20T20:10:00Z
Kinemetrics,Q330HR/6,2258,Wharekauri,,2007-12-15T06:00:01Z,2021-11-23T03:00:00Z
Kinemetrics,Q330HR/6,3104,Quartz Range,,2009-08-12T23:01:01Z,2015-11-12T01:00:00Z
Kinemetrics,Q330HR/6,3104,Matahi Valley,,2016-11-10T22:42:01Z,2017-09-14T01:35:00Z
Kinemetrics,Q330HR/6,3105,Birch Farm,,2009-11-19T01:00:01Z,2021-04-29T00:00:00Z
Kinemetrics,Q330HR/6,3106,Omahuta,,2010-02-24T00:00:01Z,2021-01-14T07:00:00Z
Kinemetrics,Q330HR/6,3107,Birch Farm,,2008-11-09T22:13:01Z,2009-11-19T01:00:00Z
Kinemetrics,Q330HR/6,4004,Kahutara,,2011-02-23T04:00:01Z,2021-05-27T02:03:00Z
Kinemetrics,Q330HR/6,4008,Quartz Range,,2015-11-12T02:00:01Z,2021-10-04T20:34:00Z
Kinemetrics,Q330HR/6,4009,Hauiti,,2014-01-30T01:00:01Z,2021-05-21T00:22:00Z
Kinemetrics,Q330HR/6,4010,Black Stump Farm,,2013-10-09T00:00:01Z,2021-10-20T01:05:00Z
Kinemetrics,Q330HR/6,4226,South Karori,,2024-08-05T08:54:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HRS/6,5307,Rata Peaks,,2015-10-15T07:00:01Z,2018-03-10T04:30:00Z
Kinemetrics,Q330HRS/6,5307,Rata Peaks,,2019-12-12T01:50:00Z,2021-06-23T23:00:00Z
Kinemetrics,Q330HRS/6,5308,Matahi Valley,,2014-05-27T00:00:01Z,2016-11-10T22:40:00Z
