Receiver Make,Receiver Model,Serial Number,Mark,Installation Date,Removal Date
"Allen Osborne Associates, Inc.",ROGUE SNR-8000,132,AUCK,1995-05-31T00:00:00Z,2001-10-28T00:00:00Z
"Allen Osborne Associates, Inc.",ROGUE SNR-8000,133,CHAT,1995-01-03T00:00:01Z,2001-11-29T00:00:00Z
Leica Geosystems,LEICA CRS1000,23181,DUNT,1999-09-23T00:00:01Z,2000-08-01T00:00:00Z
Leica Geosystems,LEICA CRS1000,23181,DUNT,2000-08-14T00:00:00Z,2007-06-10T00:00:00Z
Leica Geosystems,LEICA CRS1000,23183,WGTT,2000-05-30T23:00:01Z,2006-03-01T00:00:00Z
Leica Geosystems,LEICA CRS1000,23183,WGTT,2006-03-01T00:00:01Z,9999-01-01T00:00:00Z
Leica Geosystems,LEICA CRS1000,23199,LYTT,1999-11-15T00:00:01Z,2003-11-24T00:00:00Z
Leica Geosystems,LEICA CRS1000,23204,WGTT,1999-12-13T23:00:01Z,1999-12-20T01:00:00Z
Leica Geosystems,LEICA CRS1000,23242,WGTT,1999-12-19T23:00:01Z,2000-01-06T01:00:00Z
Leica Geosystems,LEICA CRS1000,23243,WGTT,1999-12-31T23:00:00Z,2000-06-01T00:00:00Z
Leica Geosystems,LEICA CRS1000,23243,DUNT,2000-08-01T00:00:00Z,2000-08-14T00:00:00Z
Leica Geosystems,LEICA CRS1000,23243,TAKL,2001-07-10T00:00:01Z,2007-07-07T05:00:00Z
Leica Geosystems,LEICA CRS1000,30188,DUNT,2002-04-05T00:00:01Z,9999-01-01T00:00:00Z
Leica Geosystems,LEICA GRX1200GGPRO,353205,LYTT,2007-09-25T23:50:01Z,9999-01-01T00:00:00Z
Leica Geosystems,LEICA GRX1200GGPRO,463475,DUNT,2007-06-04T00:00:01Z,9999-01-01T00:00:00Z
Leica Geosystems,LEICA RS500,82242,LYTT,2003-11-23T23:59:59Z,2007-09-26T00:00:00Z
Thales,ASHTECH MICROZ,ZR220021105,AUCK,2002-12-01T00:00:01Z,2003-01-10T00:00:00Z
Thales,ASHTECH Z-XII3,LP00155,WGTN,1999-05-22T00:00:01Z,2005-03-21T02:30:00Z
Thales,ASHTECH Z-XII3,LP00611,GRAC,1999-10-14T00:00:00Z,1999-11-11T00:00:00Z
Thales,ASHTECH Z-XII3,LP00611,FALE,2000-01-17T00:00:01Z,2010-10-26T00:00:00Z
Thales,ASHTECH Z-XII3,LP01192,GRAC,1998-07-10T00:00:00Z,1999-08-03T00:00:00Z
Thales,ASHTECH Z-XII3,LP01192,FALE,1999-08-09T23:59:01Z,1999-12-23T00:00:00Z
Thales,ASHTECH Z-XII3,LP01192,GRAC,2000-02-18T00:00:00Z,2001-01-05T00:00:00Z
Thales,ASHTECH Z-XII3,LP01192,GRAC,2001-01-25T00:00:00Z,2001-01-31T00:00:00Z
Thales,ASHTECH Z-XII3,LP01192,CHAT,2002-02-20T00:00:00Z,2002-03-29T00:00:00Z
Thales,ASHTECH Z-XII3,LP01199,FALE,1996-11-12T00:00:01Z,1997-04-10T23:59:59Z
Thales,ASHTECH Z-XII3,LP01211,NIUC,1996-11-12T00:00:01Z,1997-04-25T01:00:00Z
Thales,ASHTECH Z-XII3,LP020000305,GRAC,1999-11-22T00:00:01Z,1999-12-24T23:59:00Z
Thales,ASHTECH Z-XII3,LP020000305,GRAC,1999-12-24T23:59:01Z,9999-01-01T00:00:00Z
Thales,ASHTECH Z-XII3,LP020000805,PAEK,2000-04-10T23:59:01Z,2006-07-28T03:00:00Z
Thales,ASHTECH Z-XII3,LP02739,NIUC,1997-04-24T00:00:01Z,9999-01-01T00:00:00Z
Thales,ASHTECH Z-XII3,LP02741,FALE,1997-04-10T00:00:01Z,1999-08-09T23:59:59Z
Thales,ASHTECH Z-XII3,LP02741,VAVS,2000-09-20T00:00:01Z,2008-09-26T00:00:00Z
Thales,ASHTECH Z-XII3,LP03211,HOKI,1998-07-05T23:00:01Z,1999-06-05T03:00:00Z
Thales,ASHTECH Z-XII3,LP419994101,GRAC,2000-01-26T00:00:00Z,2000-02-18T00:00:00Z
Thales,ASHTECH Z-XII3,LP419994101,CHAT,2001-11-27T00:00:01Z,2002-02-21T01:00:00Z
Thales,ASHTECH Z-XII3,LP419994101,CHAT,2002-03-27T03:00:01Z,9999-01-01T00:00:00Z
Thales,ASHTECH Z-XII3,LP419994102,VAVS,2000-09-19T00:00:01Z,2000-09-22T00:00:00Z
Thales,ASHTECH Z-XII3,LP419994102,AUCK,2001-10-28T00:00:01Z,2002-12-02T00:00:00Z
Thales,ASHTECH Z-XII3,LP419994102,AUCK,2003-01-09T00:00:01Z,2005-11-04T00:00:00Z
Thales,ASHTECH Z-XII3,LP419994103,MQZG,2001-09-02T00:00:01Z,2005-02-28T05:00:00Z
Trimble,TRIMBLE 4000SSE,7590,OUSD,1995-01-16T00:00:01Z,1999-08-09T00:00:00Z
Trimble,TRIMBLE 4000SSE,7590,OUSD,1999-08-13T00:00:00Z,2005-11-17T00:00:00Z
Trimble,TRIMBLE 4000SSI,18169,OUSD,2005-11-17T00:00:00Z,2006-01-31T00:00:00Z
Trimble,TRIMBLE 4000SSI,3609A14696,MTJO,2000-08-14T01:00:01Z,2004-06-05T02:00:00Z
Trimble,TRIMBLE 4000SSI,3616A15401,NETT,2000-02-06T00:00:01Z,2008-03-20T00:00:00Z
Trimble,TRIMBLE 4000SSI,3616A15413,CNCL,2000-02-05T00:00:01Z,2007-02-02T00:00:00Z
Trimble,TRIMBLE 4000SSI,3626A16313,KARA,2000-02-04T23:00:01Z,2007-02-02T00:00:00Z
Trimble,TRIMBLE 4000SSI,3626A16319,QUAR,2000-02-04T00:00:00Z,2004-10-13T18:30:00Z
Trimble,TRIMBLE 4000SSI,3626A16319,BNET,2005-02-14T23:59:59Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE 4000SSI,3626A16335,WAKA,2000-11-02T00:00:00Z,2001-12-13T00:00:00Z
Trimble,TRIMBLE 4000SSI,3832A23786,GRAC,1999-09-16T00:00:00Z,1999-09-22T00:00:00Z
Trimble,TRIMBLE 4000SSI,3832A23786,MQZG,1999-09-26T00:00:01Z,2001-09-03T05:00:00Z
Trimble,TRIMBLE 4000SSI,3834A23793,GRAC,2001-01-31T00:00:00Z,2006-08-28T00:00:00Z
Trimble,TRIMBLE 4000SSI,3866,OUSD,1999-08-09T00:00:00Z,1999-08-13T00:00:00Z
Trimble,TRIMBLE 4000SSI,4016A28152,WAKA,2002-05-31T00:00:01Z,2007-02-02T00:00:00Z
Trimble,TRIMBLE 5700,0220266487,GISB,2002-06-27T00:00:01Z,2002-09-11T00:00:00Z
Trimble,TRIMBLE 5700,0220266487,TRNG,2003-02-17T00:00:01Z,2004-02-24T00:00:00Z
Trimble,TRIMBLE 5700,0220267068,NPLY,2003-03-20T03:00:00Z,2004-01-31T00:00:00Z
Trimble,TRIMBLE 5700,0220267068,TRNG,2004-02-23T00:00:01Z,2004-05-27T00:00:00Z
Trimble,TRIMBLE 5700,0220267073,MAST,2002-12-31T23:59:01Z,2003-01-13T00:00:00Z
Trimble,TRIMBLE 5700,0220267074,TAUP,2002-03-21T00:00:01Z,2002-09-10T00:00:00Z
Trimble,TRIMBLE 5700,0220267074,WHNG,2003-04-02T00:00:01Z,2004-10-15T00:00:00Z
Trimble,TRIMBLE 5700,0220267074,HAST,2005-01-06T00:00:01Z,2006-08-03T00:00:00Z
Trimble,TRIMBLE 5700,0220267074,GISB,2006-08-03T00:00:01Z,2006-11-15T03:30:00Z
Trimble,TRIMBLE 5700,0220267074,GISB,2006-11-15T03:30:01Z,2007-02-15T04:00:00Z
Trimble,TRIMBLE 5700,0220283944,WANG,2003-04-17T00:00:01Z,2007-01-18T20:00:00Z
Trimble,TRIMBLE 5700,0220284004,HIKB,2003-05-16T00:00:01Z,2004-03-30T00:00:00Z
Trimble,TRIMBLE 5700,0220284004,GISB,2004-04-08T00:00:01Z,2007-02-01T00:00:00Z
Trimble,TRIMBLE 5700,0220284692,DNVK,2002-09-30T00:00:01Z,2006-01-27T00:00:00Z
Trimble,TRIMBLE 5700,0220287017,TAUP,2002-09-09T00:00:01Z,2004-01-30T00:00:00Z
Trimble,TRIMBLE 5700,0220287018,HAST,2002-09-10T21:00:01Z,2005-01-06T21:00:00Z
Trimble,TRIMBLE 5700,0220287079,GISB,2002-09-10T00:00:01Z,2004-04-08T03:00:00Z
Trimble,TRIMBLE 5700,0220825490,VGOT,2004-05-15T23:59:00Z,2004-05-20T01:00:00Z
Trimble,TRIMBLE 5700,0440100689,HOKI,2003-09-05T00:00:01Z,2004-07-12T00:00:00Z
Trimble,TRIMBLE 5700,0440100689,HOKI,2004-12-25T00:00:01Z,2007-05-28T00:00:00Z
Trimble,TRIMBLE 5700,0440101187,HAMT,2003-05-01T23:58:59Z,2005-12-05T04:00:00Z
Trimble,TRIMBLE 5700,0440101196,VGWT,2005-02-28T23:00:01Z,2005-03-08T01:30:00Z
Trimble,TRIMBLE 5700,0440101356,HOKI,2004-07-11T23:00:01Z,2004-12-26T00:00:00Z
Trimble,TRIMBLE 5700,0440101789,VGDR,2004-05-15T23:00:01Z,2004-05-21T00:00:00Z
Trimble,TRIMBLE 5700,0440105385,CORM,2003-05-09T23:58:01Z,2006-11-09T12:00:00Z
Trimble,TRIMBLE 5700,220280300,HORN,2002-12-31T01:00:01Z,2012-08-31T15:00:01Z
Trimble,TRIMBLE NETR5,4737K07041,OUSD,2008-02-28T00:00:00Z,2008-10-16T00:00:00Z
Trimble,TRIMBLE NETR9,5014K66721,METH,2010-10-12T00:00:01Z,2014-07-27T22:00:00Z
Trimble,TRIMBLE NETR9,5014K66721,PAWA,2015-02-10T21:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5014K66722,NRSW,2011-01-18T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5015K66760,HAST,2010-12-15T20:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5015K66761,FRTN,2011-01-18T12:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5016K66890,WANG,2010-11-04T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5016K66900,GISB,2011-01-19T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5016K67013,KTIA,2010-11-23T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5016K67014,KAIK,2011-01-27T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5016K67062,MNHR,2011-02-16T02:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5018K67247,BLUF,2010-11-25T05:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5033K69573,PKNO,2011-02-03T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5033K69574,TAUP,2010-12-01T22:25:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69668,WARK,2011-01-10T00:00:01Z,2016-04-19T23:00:00Z
Trimble,TRIMBLE NETR9,5034K69669,WAIM,2010-11-22T05:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69671,MAST,2010-11-05T00:00:01Z,2016-04-07T01:00:00Z
Trimble,TRIMBLE NETR9,5034K69673,SCTB,2010-10-25T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69674,LKTA,2011-02-08T00:00:00Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69675,HOKI,2011-02-08T20:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69678,HIKB,2011-01-13T04:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69679,MAVL,2010-12-20T20:00:01Z,2011-07-22T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69679,TEST,2014-04-30T02:50:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69680,DUND,2010-11-24T23:00:01Z,2015-05-26T01:48:10Z
Trimble,TRIMBLE NETR9,5034K69680,DUND,2015-05-26T01:48:11Z,2015-05-26T04:30:00Z
Trimble,TRIMBLE NETR9,5034K69680,NRRD,2015-07-07T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69682,LEXA,2010-12-20T01:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69683,MAHO,2011-01-11T01:00:01Z,2011-05-17T03:00:00Z
Trimble,TRIMBLE NETR9,5034K69683,RAHI,2011-07-18T03:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69684,RAKW,2011-02-16T04:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69688,TRWH,2010-12-02T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69694,MAKO,2010-11-09T21:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69695,NPLY,2010-11-24T01:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69696,GLDB,2011-01-25T07:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69697,WEST,2011-01-26T00:55:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69700,OROA,2010-11-08T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69703,DNVK,2010-12-07T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69705,WHNG,2010-11-22T21:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69708,V47B,2011-04-08T12:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69711,TRNG,2010-12-07T00:00:02Z,2010-12-08T02:00:00Z
Trimble,TRIMBLE NETR9,5034K69713,ANAU,2010-10-18T23:31:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69714,WGTN,2010-11-14T22:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69719,VGMT,2011-01-17T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69720,TRNG,2010-12-08T02:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69722,HAMT,2011-01-24T00:35:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5034K69724,NLSN,2011-01-25T03:15:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5035K69859,AUCK,2011-02-28T23:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5035K69868,HAAS,2011-02-08T20:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5035K69875,TAUW,2011-03-27T12:00:01Z,2011-04-21T00:00:00Z
Trimble,TRIMBLE NETR9,5035K69875,CLS5,2011-06-21T12:00:02Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5035K69877,CLS4,2011-06-21T12:00:01Z,2011-10-30T20:30:01Z
Trimble,TRIMBLE NETR9,5035K69877,PAKI,2012-03-08T00:00:02Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5035K69998,RGKW,2011-05-03T00:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5035K70008,CORM,2011-02-11T00:00:00Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5048K72002,MAVL,2011-07-21T04:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5048K72026,WITH,2011-04-28T12:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5048K72044,RAUM,2011-05-18T22:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72143,MTJO,2011-02-07T22:45:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72152,TAUW,2011-04-21T00:00:01Z,2014-01-08T23:59:00Z
Trimble,TRIMBLE NETR9,5049K72152,YALD,2014-05-12T00:00:01Z,2014-12-17T00:01:00Z
Trimble,TRIMBLE NETR9,5049K72152,HANM,2015-04-13T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72153,MQZG,2011-02-09T23:21:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72167,CLS3,2011-06-21T00:00:01Z,2015-09-22T00:30:00Z
Trimble,TRIMBLE NETR9,5049K72187,TGRI,2011-04-03T21:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72203,MAHO,2011-05-17T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72209,WHKT,2011-01-27T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72215,RGWI,2011-09-27T20:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72217,MKNO,2011-05-11T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72221,RGMT,2011-05-13T02:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72269,CHTI,2011-04-05T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5049K72301,UTKU,2011-04-19T12:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5116K75213,RGHL,2011-11-22T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5117K75239,VGWT,2011-11-10T23:00:01Z,2013-05-27T00:00:01Z
Trimble,TRIMBLE NETR9,5117K75239,TKAR,2014-07-23T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5117K75357,2406,2012-02-13T00:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5118K75474,CLS6,2011-10-13T21:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5118K75475,PARW,2014-05-08T02:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5118K75487,WHVR,2011-09-30T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5119K75698,LEYL,2011-09-05T21:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5121K76074,NLS1,2011-12-19T21:00:01Z,2013-11-14T20:15:01Z
Trimble,TRIMBLE NETR9,5121K76074,TAUW,2014-01-09T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5121K76077,NLS2,2011-12-20T03:00:01Z,2013-11-14T21:15:01Z
Trimble,TRIMBLE NETR9,5121K76077,PAEK,2013-12-10T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5122K76160,TURI,2011-08-30T12:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5152K81077,LDRZ,2012-04-27T01:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5206K82071,VGT2,2012-07-27T00:00:01Z,2012-08-06T12:00:00Z
Trimble,TRIMBLE NETR9,5207K82212,RGLI,2013-05-09T04:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5207K82240,HANA,2012-05-31T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5207K82248,PYGR,2012-04-03T21:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5207K82280,RAUL,2012-11-12T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83563,OKOH,2012-08-23T22:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83601,RAUL,2012-08-24T00:00:01Z,2012-11-12T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83601,METH,2014-07-27T21:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83649,VGWT,2013-05-08T00:00:02Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83650,BTHL,2012-09-17T22:00:02Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83652,GUNR,2015-05-28T23:00:00Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83653,QUAR,2013-07-02T16:00:03Z,2014-08-26T21:30:00Z
Trimble,TRIMBLE NETR9,5213K83653,BM8A,2015-04-07T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5213K83722,VGTM,2013-05-14T00:03:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5215K84097,RGRR,2013-04-19T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5215K84098,WMAT,2013-12-16T03:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5215K84153,WAKA,2013-09-16T22:30:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5246K53593,KAWK,2015-04-07T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5246K53603,HANM,2014-06-03T04:00:01Z,2015-04-13T23:10:00Z
Trimble,TRIMBLE NETR9,5246K53603,MTPR,2015-05-27T23:43:59Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5248K54179,CNCL,2014-02-04T19:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5249K40315,QUAR,2014-09-04T00:00:01Z,2016-03-01T20:00:00Z
Trimble,TRIMBLE NETR9,5249K40325,CMBL,2013-07-23T12:35:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5249K54373,MRBL,2014-07-02T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5301K56131,VGET,2014-03-11T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5302K41648,PGKH,2014-10-14T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5304K50023,MING,2014-12-02T23:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5306K41807,RGWC,2014-01-20T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5306K41857,PGNE,2014-06-10T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5306K41861,CAST,2013-12-03T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5306K41887,RGRE,2013-12-17T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5307K50971,QUAR,2014-08-26T21:00:01Z,2014-09-04T00:00:00Z
Trimble,TRIMBLE NETR9,5307K50971,YALD,2014-12-17T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5307K50976,TKHL,2014-06-17T22:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETR9,5308K41925,VGT8,2013-06-05T00:00:01Z,9999-01-01T00:00:00Z
