Station Code,Location Code,Datalogger Place,Offset,Length,Start Date,End Date
SM11,10,MRP Mokai 11 Taurus,0,3,2013-07-23T12:01:00Z,2014-08-25T09:45:00Z
SM13,10,MRP Mokai 13 Taurus,0,3,2013-10-03T10:23:10Z,9999-01-01T00:00:00Z
SM14,10,MRP Mokai 14 Taurus,0,3,2014-02-10T14:09:00Z,2014-08-25T12:46:00Z
SM15,10,MRP Mokai 15 Taurus,0,3,2014-08-25T11:05:00Z,9999-01-01T00:00:00Z
SM16,10,MRP Mokai 16 Taurus,0,3,2014-08-26T11:05:00Z,9999-01-01T00:00:00Z
SM17,10,MRP Mokai 17 Taurus,0,3,2014-08-25T13:51:00Z,9999-01-01T00:00:00Z
SM1F,20,Muller Station Q330s,0,3,2013-08-21T02:50:00Z,2013-11-18T21:00:00Z
SM2F,20,Gladstone Station Q330s,0,3,2013-08-20T22:10:00Z,2013-11-18T21:00:00Z
SNGZ,10,Shannon Station Q330,0,3,2009-06-07T15:00:00Z,9999-01-01T00:00:00Z
SNVZ,10,South Ngauruhoe Q330s,0,3,2015-03-26T13:00:00Z,9999-01-01T00:00:00Z
SPCV,10,Supper Cove Taurus,0,3,2009-07-16T16:01:00Z,2009-09-14T11:44:00Z
STLD,10,Steel Taurus,0,3,2010-09-04T13:04:00Z,2010-09-28T11:00:00Z
SUMT,40,Sumner Head Q330,0,1,2010-08-10T11:30:00Z,9999-01-01T00:00:00Z
SUMT,41,Sumner Head Q330,1,1,2010-08-10T11:30:00Z,9999-01-01T00:00:00Z
SUTO,10,Sutton Taurus,0,3,2014-03-12T13:45:00Z,2014-10-07T13:00:00Z
SWDO,10,Sherwood Downs Taurus,0,3,2014-10-13T11:01:00Z,2015-04-09T11:59:00Z
SYZ,10,Waikawa Valley Q330,0,3,2006-05-04T12:20:00Z,2007-11-28T11:13:00Z
SYZ,10,Waikawa Valley Q330,3,3,2007-11-28T11:13:05Z,9999-01-01T00:00:00Z
SYZ,20,Waikawa Valley Q330,0,3,2007-11-28T11:13:05Z,9999-01-01T00:00:00Z
TAIO,10,Taieri Taurus,0,3,2014-03-10T10:31:00Z,2014-10-05T13:00:00Z
TANF,10,Mount Tanilba Taurus,0,3,2007-10-17T07:10:01Z,2007-11-27T09:00:00Z
TARZ,10,Mount Tarawera Q330,0,3,2007-11-21T12:00:00Z,9999-01-01T00:00:00Z
TAUC,10,Tauhara (Mountain Road) Orion,0,3,2001-01-11T07:41:00Z,2001-06-25T04:25:00Z
TAUT,40,Port of Tauranga Q330,0,1,2008-05-20T14:00:02Z,9999-01-01T00:00:00Z
TAUT,41,Port of Tauranga Q330,1,1,2008-05-20T14:00:02Z,9999-01-01T00:00:00Z
TAZ,10,Mount Tarawera Q330,0,1,2007-11-21T08:00:01Z,2007-12-16T17:00:00Z
TBLO,10,Table Hill Taurus,0,3,2014-03-10T13:50:00Z,2014-10-05T15:00:00Z
TCW,10,Tory Channel Q330,0,3,2005-04-20T02:49:00Z,9999-01-01T00:00:00Z
TCW,20,Tory Channel Q330,0,3,2011-03-24T11:00:02Z,9999-01-01T00:00:00Z
TETC,10,Te Tarata Orion,0,3,2001-01-09T23:20:00Z,2001-04-27T22:45:00Z
TGRZ,10,Welcome Bay Road Q330,0,3,2003-02-17T19:00:01Z,9999-01-01T00:00:00Z
THLX,10,Tinakori Hill Q330s,0,3,2014-08-24T12:05:00Z,2015-03-23T11:00:00Z
THLX,20,Tinakori Hill Q330s,0,3,2014-08-24T12:05:00Z,9999-01-01T00:00:00Z
THQ2,10,Tauhara North Q330,0,3,2012-12-17T12:00:00Z,9999-01-01T00:00:00Z
THZ,10,Top House Station Q330s,0,3,2014-04-03T01:01:01Z,9999-01-01T00:00:00Z
THZ,10,Top House Station Q4120,3,3,2003-08-07T15:21:00Z,2014-04-03T01:00:00Z
THZ,20,Top House Station Q4120,0,3,2003-08-07T12:00:00Z,2014-04-03T00:55:00Z
TIWZ,10,Tintock Q330,0,3,2006-03-06T23:00:02Z,9999-01-01T00:00:00Z
TKGZ,10,Rangatira Station Q330,0,3,2010-03-12T17:05:00Z,9999-01-01T00:00:00Z
TKNZ,10,Takaka Hill Q330s,0,3,2014-06-17T12:00:10Z,9999-01-01T00:00:00Z
TLZ,10,Tolley Road Q330,3,3,2009-05-06T13:00:00Z,9999-01-01T00:00:00Z
TLZ,20,Tolley Road Q330,0,3,2009-05-06T13:00:00Z,9999-01-01T00:00:00Z
TMVZ,10,Te Maari Q330,3,3,2015-01-13T07:32:01Z,9999-01-01T00:00:00Z
TMVZ,10,Te Maari Q330s,3,3,2013-05-13T12:03:10Z,2015-01-13T07:30:00Z
TMVZ,30,Te Maari Q330,3,1,2015-01-13T07:32:01Z,9999-01-01T00:00:00Z
TMVZ,30,Te Maari Q330s,3,1,2013-05-13T15:00:00Z,2015-01-13T07:30:00Z
TMWZ,10,Te Maipa Q330,0,3,2007-02-23T08:18:00Z,9999-01-01T00:00:00Z
TON1,10,Tongariro 1 Taurus,0,3,2012-07-20T09:45:00Z,2013-06-06T12:00:00Z
TON2,10,Tongariro 2 Q330,0,3,2012-07-20T09:30:00Z,2012-10-11T11:00:00Z
TON2,10,Tongariro 2 Taurus,0,3,2012-07-20T15:00:01Z,2012-10-11T11:00:00Z
TON3,10,East Tongariro Taurus,0,3,2012-07-20T11:10:00Z,2013-06-06T12:00:00Z
TON4,10,Tongariro 4 Taurus,0,3,2012-07-20T11:05:01Z,2013-06-06T12:00:00Z
TON7,10,Tongariro 7 Taurus,0,3,2012-08-22T12:01:00Z,2013-06-06T12:00:00Z
TON8,10,North Tongariro Q330,0,3,2013-06-06T13:02:00Z,2014-11-06T10:59:00Z
TOVZ,30,Turoa Road End Q330,0,1,2009-02-10T15:00:00Z,9999-01-01T00:00:00Z
TOZ,10,Tahuroa Road Q330,3,3,2008-12-03T13:00:00Z,9999-01-01T00:00:00Z
TOZ,10,Tahuroa Road Q4120,3,3,1998-10-14T11:00:00Z,2008-12-03T12:45:00Z
TOZ,20,Tahuroa Road Q330,0,3,2008-12-03T13:00:00Z,9999-01-01T00:00:00Z
TOZ,20,Tahuroa Road Q4120,0,3,1998-10-14T11:00:00Z,2008-12-03T12:45:00Z
TRVZ,10,Turoa Top of Giant Q330,0,3,2005-03-15T12:00:00Z,2009-04-14T09:15:00Z
TRVZ,10,Turoa Top of Giant Q330,3,3,2009-04-14T10:00:00Z,9999-01-01T00:00:00Z
TRVZ,30,Turoa Top of Giant Q330,3,1,2009-04-14T10:15:00Z,9999-01-01T00:00:00Z
TRWZ,10,Traveller Q330,0,3,2005-06-21T12:00:00Z,9999-01-01T00:00:00Z
TSZ,10,Takapari Road Q330s,0,3,2013-07-01T14:00:01Z,9999-01-01T00:00:00Z
TSZ,10,Takapari Road Q4120,3,3,2004-01-25T11:00:00Z,2013-07-01T11:00:00Z
TSZ,20,Takapari Road Q4120,0,3,2004-01-25T11:00:00Z,2013-07-01T11:00:00Z
TUKC,10,Tukairangi Road Orion,0,3,2001-02-24T13:59:00Z,2001-06-24T06:44:00Z
TUTO,10,Tuturau Taurus,0,3,2014-03-16T10:10:00Z,2014-09-12T12:00:00Z
TUVZ,10,Tukino Q330,0,3,2004-06-01T09:00:00Z,9999-01-01T00:00:00Z
TUWZ,10,Tuamarina Q330,0,3,2004-05-04T12:00:00Z,9999-01-01T00:00:00Z
TUZ,10,Tuapeka Q330,3,3,2010-02-05T10:00:01Z,9999-01-01T00:00:00Z
TUZ,10,Tuapeka Q4120,3,3,2003-09-09T12:00:00Z,2010-02-05T10:00:00Z
TUZ,20,Tuapeka Q330,0,3,2010-02-05T10:00:01Z,2015-10-26T16:00:00Z
TUZ,20,Tuapeka Q4120,0,3,2003-09-09T12:00:00Z,2010-02-05T10:00:00Z
TWGZ,10,Tauwhareparae Station Q330,0,3,2009-12-08T23:05:00Z,9999-01-01T00:00:00Z
TWVZ,10,Taurewa Q330,0,3,2004-05-17T14:00:00Z,9999-01-01T00:00:00Z
URZ,10,Matahi Valley Q330hrs,0,3,2014-05-26T12:00:01Z,9999-01-01T00:00:00Z
URZ,10,Matahi Valley Q4120,3,3,2001-05-20T12:00:00Z,2014-05-26T12:00:00Z
URZ,20,Matahi Valley Q4120,0,3,2001-05-20T12:00:00Z,2014-05-26T12:00:00Z
UTU,10,Utuhina Q330,0,1,2006-02-10T11:00:01Z,9999-01-01T00:00:00Z
VRZ,10,Vera Road Q330,0,3,2014-03-18T11:04:11Z,9999-01-01T00:00:00Z
VRZ,10,Vera Road Q4120,3,3,2003-11-25T11:00:00Z,2014-03-18T11:00:00Z
VRZ,20,Vera Road Q4120,0,3,2003-11-25T11:00:00Z,2014-03-18T11:00:00Z
WACZ,10,Wakanui Q330,0,3,2013-04-02T16:00:00Z,9999-01-01T00:00:00Z
WAIC,10,Waipapa Orion,0,3,2001-01-15T22:53:00Z,2001-06-27T08:55:00Z
WATZ,10,Waihaha Q330,0,3,2003-04-02T17:00:00Z,9999-01-01T00:00:00Z
WAZ,10,Tokomaru West Road Q330,0,3,2013-12-21T11:05:01Z,9999-01-01T00:00:00Z
WAZ,10,Tokomaru West Road Q4120,3,3,2003-07-17T12:00:00Z,2013-12-21T11:05:00Z
WAZ,20,Tokomaru West Road Q4120,0,3,2003-07-17T12:00:00Z,2013-12-21T11:00:00Z
WCZ,10,Waipu Caves Orion,0,3,2002-08-29T06:25:00Z,2003-01-17T13:20:00Z
WCZ,10,Waipu Caves Q330,3,3,2009-10-15T11:00:10Z,9999-01-01T00:00:00Z
WCZ,10,Waipu Caves Q4120,3,3,2003-08-25T12:00:00Z,2009-10-14T11:00:00Z
WCZ,20,Waipu Caves Q330,0,3,2009-10-15T11:00:12Z,9999-01-01T00:00:00Z
WCZ,20,Waipu Caves Q4120,0,3,2003-08-25T12:00:00Z,2009-10-14T11:00:00Z
WDSZ,10,Whataroa DFDP2 Whataroa River Valley (WDSZ) 130,0,3,2014-06-22T12:00:05Z,9999-01-01T00:00:00Z
WEL,10,Wellington Dominion Observatory Q330,3,3,2008-12-17T12:15:00Z,9999-01-01T00:00:00Z
WEL,10,Wellington Dominion Observatory Q330,0,3,2014-07-23T15:30:01Z,2014-11-02T13:05:00Z
WEL,10,Wellington Dominion Observatory Q330,3,3,2014-11-02T13:05:01Z,9999-01-01T00:00:00Z
WEL,20,Wellington Dominion Observatory Q330,0,3,2003-04-07T12:00:01Z,9999-01-01T00:00:00Z
WHAO,10,Waihao Taurus,0,3,2014-10-12T12:01:00Z,2015-04-11T13:00:00Z
WHHZ,10,Waihua Q330,0,3,2009-06-07T10:40:05Z,9999-01-01T00:00:00Z
WHRZ,10,Whale Island Q330,0,3,2011-06-26T13:00:00Z,9999-01-01T00:00:00Z
WHTZ,10,Whakaroa Q330,0,1,2003-03-25T17:00:02Z,9999-01-01T00:00:00Z
WHVZ,10,Whangaehu Hut Q330,3,3,2009-04-13T12:30:00Z,9999-01-01T00:00:00Z
WHVZ,30,Whangaehu Hut Q330,3,1,2009-03-24T15:00:00Z,9999-01-01T00:00:00Z
WHZ,10,Wether Hill Road Q330s,0,3,2014-06-04T12:00:01Z,9999-01-01T00:00:00Z
WHZ,10,Wether Hill Road Q4120,3,3,2001-04-07T09:53:00Z,2014-06-04T12:00:00Z
WHZ,20,Wether Hill Road Q330s,0,3,2014-06-04T12:00:01Z,2014-06-04T17:00:00Z
WHZ,20,Wether Hill Road Q4120,0,3,2001-04-04T12:00:00Z,2014-06-04T12:00:00Z
WI01,10,White Island 01 Taurus,0,3,2011-06-12T12:01:00Z,2011-11-22T11:00:00Z
WI02,10,White Island 02 Taurus,0,3,2011-06-13T12:45:02Z,2011-08-23T12:00:00Z
WI03,10,White Island 03 Taurus,0,3,2011-06-13T10:27:02Z,2011-11-22T11:00:00Z
WI04,10,White Island 04 Taurus,0,3,2011-06-13T11:05:02Z,2011-11-22T11:00:00Z
WI05,10,White Island 05 Taurus,0,3,2011-06-13T09:40:02Z,2011-11-22T11:00:00Z
WI06,10,White Island 06 Taurus,0,3,2011-06-12T13:12:02Z,2011-11-22T11:00:00Z
WI07,10,White Island 07 Taurus,0,3,2011-06-12T12:12:02Z,2011-11-22T11:00:00Z
WI08,10,White Island 08 Taurus,0,3,2011-06-13T10:06:12Z,2011-11-22T11:00:00Z
WI09,10,White Island 09 Taurus,0,3,2011-06-13T10:56:02Z,2011-11-22T11:00:00Z
WI10,10,White Island 10 Taurus,0,3,2011-06-12T14:18:02Z,2011-11-22T11:00:00Z
WI12,10,White Island 12 Taurus,0,3,2011-06-12T12:01:02Z,2011-11-22T11:00:00Z
WI13,10,White Island 13 Taurus,0,3,2011-06-12T12:00:02Z,2011-11-22T11:00:00Z
WI14,10,White Island 14 Taurus,0,3,2011-06-12T12:00:02Z,2011-11-22T11:00:00Z
WI15,10,White Island 15 Taurus,0,3,2011-06-12T12:00:02Z,2011-11-22T11:00:00Z
WIAZ,10,Waiheke Station Q330,0,3,2010-07-26T15:15:00Z,9999-01-01T00:00:00Z
WIZ,10,White Island - South Rim Q330,0,1,2006-09-18T12:00:01Z,2007-04-18T15:00:00Z
WIZ,10,White Island - South Rim Q330,3,3,2007-04-18T16:00:00Z,2014-07-03T12:00:00Z
WIZ,10,White Island - South Rim Q330s,3,3,2014-07-03T12:00:01Z,9999-01-01T00:00:00Z
WIZ,30,White Island - South Rim Q330,0,1,2006-09-18T12:00:01Z,2007-04-18T15:00:00Z
WIZ,30,White Island - South Rim Q330,3,1,2007-04-18T15:00:01Z,2014-07-03T12:00:00Z
WIZ,30,White Island - South Rim Q330s,3,1,2014-07-03T12:00:01Z,9999-01-01T00:00:00Z
WIZ,31,White Island - South Rim Q330s,3,1,2015-01-21T11:00:00Z,9999-01-01T00:00:00Z
WIZ,32,White Island - South Rim Q330s,4,1,2015-01-21T11:00:00Z,9999-01-01T00:00:00Z
WKIO,10,Waikaia Taurus,0,3,2014-03-18T11:50:00Z,2014-09-13T12:00:00Z
WKTO,10,Waikouaiti Taurus,0,3,2014-09-16T15:10:00Z,2015-04-14T19:00:00Z
WKZ,10,Branch Creek Road Q330,3,3,2004-06-02T12:00:00Z,9999-01-01T00:00:00Z
WKZ,20,Branch Creek Road Q330,0,3,2004-06-02T12:00:00Z,9999-01-01T00:00:00Z
WLGT,40,Queen's Wharf Shed 1 Q330,0,1,2007-03-05T11:00:02Z,9999-01-01T00:00:00Z
WLGT,41,Queen's Wharf Shed 1 Q330,1,1,2008-06-05T16:00:00Z,9999-01-01T00:00:00Z
WMGZ,10,Waiomatatini Station Q330,0,3,2009-12-09T19:05:00Z,2014-11-24T13:00:00Z
WMGZ,10,Waiomatatini Station Q330s,0,3,2014-11-24T13:00:01Z,9999-01-01T00:00:00Z
WMHO,10,Waimahaka Taurus,0,3,2014-03-19T12:10:01Z,2014-09-13T12:00:00Z
WMSZ,10,Whataroa DFDP2 Mint Creek 130,0,3,2014-06-22T12:00:05Z,9999-01-01T00:00:00Z
WNVZ,10,Wahianoa Q330,0,3,2004-04-14T12:00:01Z,2010-04-08T09:50:00Z
WNVZ,11,Wahianoa Q330,0,3,2010-04-08T14:30:00Z,9999-01-01T00:00:00Z
WPAO,10,Waipahi Taurus,0,3,2014-03-16T12:20:00Z,2014-09-11T16:00:00Z
WPHZ,10,The Home Place Q330,0,3,2006-10-19T07:38:00Z,9999-01-01T00:00:00Z
WPRZ,10,Whakapapataringa Q330,0,3,2010-03-24T14:36:01Z,9999-01-01T00:00:00Z
WPSZ,10,Whataroa DFDP2 Whataroa River Valley (WPSZ) 130,0,3,2014-06-22T12:00:05Z,9999-01-01T00:00:00Z
WPVZ,10,Whakapapa Q330,0,3,2003-12-09T22:00:02Z,2010-11-30T09:00:00Z
WSRZ,10,White Island - Summit Q330,3,3,2013-04-07T16:00:00Z,9999-01-01T00:00:00Z
WSRZ,30,White Island - Summit Q330,3,1,2013-04-07T16:00:00Z,9999-01-01T00:00:00Z
WSRZ,31,White Island - Summit Q330,4,1,2014-11-19T13:00:00Z,9999-01-01T00:00:00Z
WSRZ,32,White Island - Summit Q330,5,1,2014-11-19T13:00:00Z,9999-01-01T00:00:00Z
WTAZ,10,Waiatarua Q330,0,1,2006-12-12T13:20:01Z,9999-01-01T00:00:00Z
WTSZ,10,Whataroa DFDP2 Whataroa River Valley (WTSZ) 130,0,3,2014-06-22T12:00:05Z,9999-01-01T00:00:00Z
WTVZ,10,West Tongariro Q330,0,3,2004-03-04T10:00:00Z,2013-09-17T11:00:00Z
WTVZ,10,West Tongariro Q330s,0,3,2013-09-17T14:05:01Z,9999-01-01T00:00:00Z
WTVZ,30,West Tongariro Q330s,3,1,2013-09-17T14:06:00Z,9999-01-01T00:00:00Z
WVZ,10,Waitaha Valley Q330,0,3,2011-10-09T11:00:01Z,9999-01-01T00:00:00Z
WVZ,10,Waitaha Valley Q4120,3,3,2003-09-05T12:00:00Z,2011-10-09T11:00:00Z
WVZ,20,Waitaha Valley Q4120,0,3,2003-09-05T12:00:00Z,2011-10-09T11:00:00Z
YUPC,10,Yup Farm Orion,0,3,2001-01-14T22:33:00Z,2001-06-27T08:55:00Z
